"section","courseID","school","session","course_title","instructor","course_description","section_name","department","origin","total_enrolled","N.Sections","semester","course_desc","year","all_semesters","course_level"
28817,"AME-441B","Andrew and Erna Viterbi School of Engineering",1,"Senior Projects Laboratory","Gilpin, Matthew, Ryan","Individual engineering projects designed and constructed to modeland test a physical principle or system.","","AME",20251,0,2,"SP25","Senior Projects Laboratory -  - Individual engineering projects designed and constructed to modeland test a physical principle or system.","AY25","SP25","undergrad upper division"
28819,"AME-443","Andrew and Erna Viterbi School of Engineering",1,"Control Systems Laboratory","Abramova, Inna","Vibration measurement and analysis; simulation, design, and experimental verification of mechanical control systems; system identification; implementation of controllers; performance evaluation via experimentation and stimulation.","","AME",20251,0,3,"SP25","Control Systems Laboratory -  - Vibration measurement and analysis; simulation, design, and experimental verification of mechanical control systems; system identification; implementation of controllers; performance evaluation via experimentation and stimulation.","AY25","SP25","undergrad upper division"
28822,"AME-451","Andrew and Erna Viterbi School of Engineering",1,"Linear Control Systems I","Abramova, Inna","Transform methods, block diagrams; transfer functions; stability; root-locus and frequency domain analysis and design; application to flight control, state space and multiloop systems.","","AME",20251,0,6,"SP25","Linear Control Systems I -  - Transform methods, block diagrams; transfer functions; stability; root-locus and frequency domain analysis and design; application to flight control, state space and multiloop systems.","AY25","SP25","undergrad upper division"
28825,"AME-453","Andrew and Erna Viterbi School of Engineering",1,"Engineering Dynamics","","Principles of dynamics applied to mechanical and aerospace problems. Introduction to gyroscopic motion and rigid body dynamics.","","AME",20251,0,1,"SP25","Engineering Dynamics -  - Principles of dynamics applied to mechanical and aerospace problems. Introduction to gyroscopic motion and rigid body dynamics.","AY25","SP25","undergrad upper division"
28830,"AME-460","Andrew and Erna Viterbi School of Engineering",1,"Aerodynamic Theory","","Basic relations describing the inviscid flow field about bodies and wings moving at subsonic and supersonic speeds.","","AME",20251,0,1,"SP25","Aerodynamic Theory -  - Basic relations describing the inviscid flow field about bodies and wings moving at subsonic and supersonic speeds.","AY25","SP25","undergrad upper division"
28834,"AME-533","Andrew and Erna Viterbi School of Engineering",48,"Multiphase Flows","","Physics of the interaction between phases, empirical and analytical methods of solution to relevant technological problems.","","AME",20251,0,2,"SP25","Multiphase Flows -  - Physics of the interaction between phases, empirical and analytical methods of solution to relevant technological problems.","AY25","SP25","graduate"
28836,"AME-516","Andrew and Erna Viterbi School of Engineering",48,"Thermal and Biological Transport Phenomena II","Sadhal, Satwindar, Singh","Analytical techniques for solving convective heat and mass transfer problems; applications include heat/mass transfer in biological systems as well as traditional industrial settings.","","AME",20251,0,4,"SP25","Thermal and Biological Transport Phenomena II -  - Analytical techniques for solving convective heat and mass transfer problems; applications include heat/mass transfer in biological systems as well as traditional industrial settings.","AY25","SP25","graduate"
28837,"AME-524","Andrew and Erna Viterbi School of Engineering",48,"Advanced Engineering Dynamics","","Principle of virtual work, constraints, Lagrange's equations, Gibbs-Appell equations, Gauss's principle, theory of rotations, dynamics of rigid bodies, Hamiltonian mechanics, control and mechanics.","","AME",20251,0,4,"SP25","Advanced Engineering Dynamics -  - Principle of virtual work, constraints, Lagrange's equations, Gibbs-Appell equations, Gauss's principle, theory of rotations, dynamics of rigid bodies, Hamiltonian mechanics, control and mechanics.","AY25","SP25","graduate"
28839,"AME-416","Andrew and Erna Viterbi School of Engineering",1,"Mechanics and Transport in Medicine and Biology","Pahlevan, Niema","Introduction to mechanics of living organs; analysis of fluid and solid forces acting on biological systems; introductory hemodynamics and bio-transport phenomena.","","AME",20251,0,2,"SP25","Mechanics and Transport in Medicine and Biology -  - Introduction to mechanics of living organs; analysis of fluid and solid forces acting on biological systems; introductory hemodynamics and bio-transport phenomena.","AY25","SP25","undergrad upper division"
28841,"AME-481","Andrew and Erna Viterbi School of Engineering",1,"Aircraft Design","Bradley, Marty","Aircraft design and analysis, design requirements and specifications; integration of structure, propulsion, control system, and aerodynamic configuration; performance analysis and prediction.","","AME",20251,0,2,"SP25","Aircraft Design -  - Aircraft design and analysis, design requirements and specifications; integration of structure, propulsion, control system, and aerodynamic configuration; performance analysis and prediction.","AY25","SP25","undergrad upper division"
28858,"AME-491","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects II","Byahut, Saakar","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for students with prior project experience.  Upper division standing. Graded CR/NC.","Aerodesign Project","AME",20251,0,1,"SP25","Undergraduate Design Projects II - Aerodesign Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for students with prior project experience.  Upper division standing. Graded CR/NC.","AY25","SP25","undergrad upper division"
28859,"AME-491","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects II","Staelens, Yann, Daniel","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for students with prior project experience.  Upper division standing. Graded CR/NC.","Formula SAE Project","AME",20251,0,1,"SP25","Undergraduate Design Projects II - Formula SAE Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for students with prior project experience.  Upper division standing. Graded CR/NC.","AY25","SP25","undergrad upper division"
28861,"AME-455","Andrew and Erna Viterbi School of Engineering",1,"Introduction to Microelectromechanical Systems","Zhao, Hangbo","Introduction to micro-electro-mechanical systems (MEMS); scaling effects; materials and structures in MEMS; MEMS sensing and actuation principles; microfabrication.","","AME",20251,0,1,"SP25","Introduction to Microelectromechanical Systems -  - Introduction to micro-electro-mechanical systems (MEMS); scaling effects; materials and structures in MEMS; MEMS sensing and actuation principles; microfabrication.","AY25","SP25","undergrad upper division"
28862,"AME-503","Andrew and Erna Viterbi School of Engineering",48,"Advanced Mechanical Design","Sauder, Jonathan","Specific problems and methods of analysis in mechanical systems design.","","AME",20251,0,3,"SP25","Advanced Mechanical Design -  - Specific problems and methods of analysis in mechanical systems design.","AY25","SP25","graduate"
28864,"AME-505","Andrew and Erna Viterbi School of Engineering",48,"Machine Learning for Engineering Applications","","Modeling engineering challenges, supervised and unsupervised learning, reinforcement learning, evolutionary algorithms, support vector machines, Bayesian learning, large language models, transform engineering with machine learning.","","AME",20251,0,2,"SP25","Machine Learning for Engineering Applications -  - Modeling engineering challenges, supervised and unsupervised learning, reinforcement learning, evolutionary algorithms, support vector machines, Bayesian learning, large language models, transform engineering with machine learning.","AY25","SP25","graduate"
28869,"AME-509","Andrew and Erna Viterbi School of Engineering",48,"Applied Elasticity","","Cartesian tensors; kinematics of deformation, balance laws, and constitutive equations; variational principles; finite elasticity; plates and cylindrical shells; viscoelasticity; analytical and numerical solutions for elasticity.","","AME",20251,0,2,"SP25","Applied Elasticity -  - Cartesian tensors; kinematics of deformation, balance laws, and constitutive equations; variational principles; finite elasticity; plates and cylindrical shells; viscoelasticity; analytical and numerical solutions for elasticity.","AY25","SP25","graduate"
28871,"AME-511","Andrew and Erna Viterbi School of Engineering",48,"Compressible Gas Dynamics","Bermejo-Moreno, Ivan","Compressible flow equations; Rayleigh/Fanno flows; shock/expansion waves and interactions; potential flow, small disturbance theory and similarity; hypersonics; viscosity, high-temperature and radiation effects.","","AME",20251,0,2,"SP25","Compressible Gas Dynamics -  - Compressible flow equations; Rayleigh/Fanno flows; shock/expansion waves and interactions; potential flow, small disturbance theory and similarity; hypersonics; viscosity, high-temperature and radiation effects.","AY25","SP25","graduate"
28873,"AME-513B","Andrew and Erna Viterbi School of Engineering",48,"Fundamentals and Applications of Combustion","Egolfopoulos, Fokion","Advanced topics in combustion including analytical methods, stretch effects, stability, ignition and extinction of flames, plasma-assisted combustion, turbulence effects, detonations, and micropower generation.","","AME",20251,0,2,"SP25","Fundamentals and Applications of Combustion -  - Advanced topics in combustion including analytical methods, stretch effects, stability, ignition and extinction of flames, plasma-assisted combustion, turbulence effects, detonations, and micropower generation.","AY25","SP25","graduate"
28885,"AME-525","Andrew and Erna Viterbi School of Engineering",48,"Linear Algebra in Engineering Science","","Systems of linear equations; eigenvalues and eigenvectors; singular values and singular vectors; linear transformations; regression and optimization; data-driven learning.","","AME",20251,0,2,"SP25","Linear Algebra in Engineering Science -  - Systems of linear equations; eigenvalues and eigenvectors; singular values and singular vectors; linear transformations; regression and optimization; data-driven learning.","AY25","SP25","graduate"
28886,"AME-526","Andrew and Erna Viterbi School of Engineering",48,"Partial Differential Equations for Engineering Applications","","Solving linear heat, wave, Laplace and Poisson equations, separation of variables and Fourier series, special functions, Fourier and Laplace transforms, characteristics, Greens functions, similarity solutions.","","AME",20251,0,3,"SP25","Partial Differential Equations for Engineering Applications -  - Solving linear heat, wave, Laplace and Poisson equations, separation of variables and Fourier series, special functions, Fourier and Laplace transforms, characteristics, Greens functions, similarity solutions.","AY25","SP25","graduate"
28887,"AME-527","Andrew and Erna Viterbi School of Engineering",48,"Elements of Vehicle and Energy Systems Design","","Design synthesis of aero/hydro/mechanical systems; techniques of design; conceptual thinking; problem definition, configurational development, analytic engineering approximation, oral briefings and group problem solving. Graduate standing.","","AME",20251,0,2,"SP25","Elements of Vehicle and Energy Systems Design -  - Design synthesis of aero/hydro/mechanical systems; techniques of design; conceptual thinking; problem definition, configurational development, analytic engineering approximation, oral briefings and group problem solving. Graduate standing.","AY25","SP25","graduate"
28890,"AME-529","Andrew and Erna Viterbi School of Engineering",48,"Aircraft Structures Analysis","Safadi, Oussama","Stress Analysis. Linear Elasticity. Thin Plates. Finite Element Methods. Structural stability. Vibration of Continuous Systems. Emphasis on aerospace and aeronautical applications","","AME",20251,0,2,"SP25","Aircraft Structures Analysis -  - Stress Analysis. Linear Elasticity. Thin Plates. Finite Element Methods. Structural stability. Vibration of Continuous Systems. Emphasis on aerospace and aeronautical applications","AY25","SP25","graduate"
28891,"AME-546","Andrew and Erna Viterbi School of Engineering",48,"Design for Manufacturing Assembly","Gupta, Satyandra, Kumar","Overview of methods and tools for creating products that are easier to manufacture and assemble thereby reducing manufacturing costs.","","AME",20251,0,1,"SP25","Design for Manufacturing Assembly -  - Overview of methods and tools for creating products that are easier to manufacture and assemble thereby reducing manufacturing costs.","AY25","SP25","graduate"
28893,"AME-532B","Andrew and Erna Viterbi School of Engineering",48,"Flight Vehicle Stability and Control","","Response of flight to linear, nonlinear, and randomly defined disturbances. Generation and measurement of error signals in navigational systems. Stability and control techniques.","","AME",20251,0,2,"SP25","Flight Vehicle Stability and Control -  - Response of flight to linear, nonlinear, and randomly defined disturbances. Generation and measurement of error signals in navigational systems. Stability and control techniques.","AY25","SP25","graduate"
28894,"AME-532A","Andrew and Erna Viterbi School of Engineering",48,"Flight Vehicle Stability and Control","","Response of flight to linear, nonlinear, and randomly defined disturbances. Generation and measurement of error signals in navigational systems. Stability and control techniques. Recommended preparation: AME 459","","AME",20251,0,5,"SP25","Flight Vehicle Stability and Control -  - Response of flight to linear, nonlinear, and randomly defined disturbances. Generation and measurement of error signals in navigational systems. Stability and control techniques. Recommended preparation: AME 459","AY25","SP25","graduate"
28897,"AME-544","Andrew and Erna Viterbi School of Engineering",48,"Computer Control of Mechanical Systems","Kalender, Serkan","Computer control as applied to machine tools, mechanical manipulators, and other mechanical machinery; discrete time controller design; microprocessor implementation of motion and force control servos.","","AME",20251,0,1,"SP25","Computer Control of Mechanical Systems -  - Computer control as applied to machine tools, mechanical manipulators, and other mechanical machinery; discrete time controller design; microprocessor implementation of motion and force control servos.","AY25","SP25","graduate"
28898,"AME-539","Andrew and Erna Viterbi School of Engineering",48,"Multi-body Dynamics","","Kinematics and kinetics of rigid body motion, quaternions; quaternions equations; elastic vibrations of continua; geometric and material nonlinearities; Galerkin methods; complex dynamical systems; computational methods.","","AME",20251,0,2,"SP25","Multi-body Dynamics -  - Kinematics and kinetics of rigid body motion, quaternions; quaternions equations; elastic vibrations of continua; geometric and material nonlinearities; Galerkin methods; complex dynamical systems; computational methods.","AY25","SP25","graduate"
28899,"AME-535B","Andrew and Erna Viterbi School of Engineering",48,"Introduction to Computational Fluid Mechanics","Domaradzki, Julian, A.","Generalized curvilinear coordinates; grid generation; numerical techniques for transonic and supersonic inviscid flows: boundary layer flows; reduced Navier-Stokes equations; compressible and incompressible viscous flows.  Recommended preparation: AME 511 or AME 530a.","","AME",20251,0,2,"SP25","Introduction to Computational Fluid Mechanics -  - Generalized curvilinear coordinates; grid generation; numerical techniques for transonic and supersonic inviscid flows: boundary layer flows; reduced Navier-Stokes equations; compressible and incompressible viscous flows.  Recommended preparation: AME 511 or AME 530a.","AY25","SP25","graduate"
28900,"AME-545","Andrew and Erna Viterbi School of Engineering",48,"Modeling and Control of Distributed Dynamic Systems","","Modeling and analysis of complex flexible mechanical systems; distributed transfer function synthesis; frequency-domain control methods; smart structure design; applications in vibration and noise control.","","AME",20251,0,2,"SP25","Modeling and Control of Distributed Dynamic Systems -  - Modeling and analysis of complex flexible mechanical systems; distributed transfer function synthesis; frequency-domain control methods; smart structure design; applications in vibration and noise control.","AY25","SP25","graduate"
28910,"AME-550","Andrew and Erna Viterbi School of Engineering",48,"Seminar in Aerospace and Mechanical Engineering","Plucinsky, Paul, Philip","Recent developments and research in aerospace and mechanical engineering and related fields. Oral and written reports.","","AME",20251,0,1,"SP25","Seminar in Aerospace and Mechanical Engineering -  - Recent developments and research in aerospace and mechanical engineering and related fields. Oral and written reports.","AY25","SP25","graduate"
28912,"AME-552","Andrew and Erna Viterbi School of Engineering",48,"Nonlinear Control Systems","Ghadami, Amin","Phase plane, describing function, applications to mechanical and aerospace systems. Lyapunov stability theory. Popov theorem. Circle criterion. Lyapunov redesign. Sliding mode control. Backstepping. Passivity.","","AME",20251,0,2,"SP25","Nonlinear Control Systems -  - Phase plane, describing function, applications to mechanical and aerospace systems. Lyapunov stability theory. Popov theorem. Circle criterion. Lyapunov redesign. Sliding mode control. Backstepping. Passivity.","AY25","SP25","graduate"
28914,"AME-577","Andrew and Erna Viterbi School of Engineering",48,"Survey of Energy and Power for a Sustainable Future","","Power production includes conventional fossil fuels, synthetic fuels, hydroelectric, solar, wind, geothermal, biomass and nuclear. The environmental consequences of various energy sources are discussed.","","AME",20251,0,3,"SP25","Survey of Energy and Power for a Sustainable Future -  - Power production includes conventional fossil fuels, synthetic fuels, hydroelectric, solar, wind, geothermal, biomass and nuclear. The environmental consequences of various energy sources are discussed.","AY25","SP25","graduate"
28915,"AME-585","Andrew and Erna Viterbi School of Engineering",48,"Aerospace Structures II","Goyal, Vinay","Analysis of repairs in aircraft/launch vehicles. Flexible dynamics for spacecraft, random vibration, deployable spacecraft components, certification of thermal protection systems. Practical finite element analysis.","","AME",20251,0,1,"SP25","Aerospace Structures II -  - Analysis of repairs in aircraft/launch vehicles. Flexible dynamics for spacecraft, random vibration, deployable spacecraft components, certification of thermal protection systems. Practical finite element analysis.","AY25","SP25","graduate"
28916,"AME-556","Andrew and Erna Viterbi School of Engineering",48,"Robot Dynamics and Control","","Introduction to dynamics and control of robotic systems including Model Predictive Control (MPC), Quadratic Program (QP)-based nonlinear control and trajectory optimization.","","AME",20251,0,1,"SP25","Robot Dynamics and Control -  - Introduction to dynamics and control of robotic systems including Model Predictive Control (MPC), Quadratic Program (QP)-based nonlinear control and trajectory optimization.","AY25","SP25","graduate"
28921,"AME-423","Andrew and Erna Viterbi School of Engineering",1,"Loudspeaker and Sound System Design","","Design and construct loudspeakers. Covers fundamentals of acoustic design, analog electronics, electro-mechanical dynamics, and the real-world performance of project speakers vs. theoretical predictions.","","AME",20251,0,2,"SP25","Loudspeaker and Sound System Design -  - Design and construct loudspeakers. Covers fundamentals of acoustic design, analog electronics, electro-mechanical dynamics, and the real-world performance of project speakers vs. theoretical predictions.","AY25","SP25","undergrad upper division"
28960,"AME-630","Andrew and Erna Viterbi School of Engineering",48,"Transition to Chaos in Dynamical Systems","","A unified discussion of advanced topics in nonlinear dynamics focusing on bifurcations in iterated maps, differential dynamics, and evolutionary game-theory and epidemiological compartment modeling.","","AME",20251,0,1,"SP25","Transition to Chaos in Dynamical Systems -  - A unified discussion of advanced topics in nonlinear dynamics focusing on bifurcations in iterated maps, differential dynamics, and evolutionary game-theory and epidemiological compartment modeling.","AY25","SP25","graduate"
28961,"AME-651","Andrew and Erna Viterbi School of Engineering",48,"Statistical Theories of Turbulence","","Stationary stochastic processes. Isotropic turbulence; governing equations for the velocity correlation and spectrum functions. Turbulent diffusion. Scalar fluctuations in a turbulent field. Recommended preparation: AME 530b","","AME",20251,0,1,"SP25","Statistical Theories of Turbulence -  - Stationary stochastic processes. Isotropic turbulence; governing equations for the velocity correlation and spectrum functions. Turbulent diffusion. Scalar fluctuations in a turbulent field. Recommended preparation: AME 530b","AY25","SP25","graduate"
28998,"AME-522","Andrew and Erna Viterbi School of Engineering",48,"Nonlinear Dynamical Systems, Vibrations, and Chaos","Newton, Paul, K.","Flows on a line and circle; phase plane methods; bifurcation theory; limit cycle/relaxation oscillations; chaotic systems, one-dimensional maps, the Lorenz equations, fractals and strange attractors.","","AME",20251,0,2,"SP25","Nonlinear Dynamical Systems, Vibrations, and Chaos -  - Flows on a line and circle; phase plane methods; bifurcation theory; limit cycle/relaxation oscillations; chaotic systems, one-dimensional maps, the Lorenz equations, fractals and strange attractors.","AY25","SP25","graduate"
29030,"AME-491","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects II","Staelens, Yann, Daniel","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for students with prior project experience.  Upper division standing. Graded CR/NC.","Formula SAE Electric Project","AME",20251,0,1,"SP25","Undergraduate Design Projects II - Formula SAE Electric Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for students with prior project experience.  Upper division standing. Graded CR/NC.","AY25","SP25","undergrad upper division"
29031,"AME-491","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects II","Gilpin, Matthew, Ryan;Brieda, Lubos","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for students with prior project experience.  Upper division standing. Graded CR/NC.","Advanced Spacecraft Propulsion and Energy Laboratoy","AME",20251,0,1,"SP25","Undergraduate Design Projects II - Advanced Spacecraft Propulsion and Energy Laboratoy - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for students with prior project experience.  Upper division standing. Graded CR/NC.","AY25","SP25","undergrad upper division"
29042,"AME-504","Andrew and Erna Viterbi School of Engineering",48,"Mechatronics Systems Engineering","Chen, Yong","Use of mechanical, electrical and computer engineering, math and computer science to design of high performance and sophisticated products and processes and systems involving mechatronics.","","AME",20251,0,2,"SP25","Mechatronics Systems Engineering -  - Use of mechanical, electrical and computer engineering, math and computer science to design of high performance and sophisticated products and processes and systems involving mechatronics.","AY25","SP25","graduate"
29044,"AME-554","Andrew and Erna Viterbi School of Engineering",48,"Additive Manufacturing Technologies","Fritz, Boris, Cverna","Overview and working principles of commonly used additive manufacturing processes; process models; process and material selection; cost estimation methods; current applications and future directions.","","AME",20251,0,1,"SP25","Additive Manufacturing Technologies -  - Overview and working principles of commonly used additive manufacturing processes; process models; process and material selection; cost estimation methods; current applications and future directions.","AY25","SP25","graduate"
29045,"AME-291","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects I","","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","Solar Car Project","AME",20251,0,1,"SP25","Undergraduate Design Projects I - Solar Car Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","AY25","SP25","undergrad lower division"
29046,"AME-291","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects I","Jin, Bo, Cheng","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","Advanced Composites Design Project","AME",20251,0,1,"SP25","Undergraduate Design Projects I - Advanced Composites Design Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","AY25","SP25","undergrad lower division"
29047,"AME-291","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects I","","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","Aerodesign Project","AME",20251,0,1,"SP25","Undergraduate Design Projects I - Aerodesign Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","AY25","SP25","undergrad lower division"
29048,"AME-291","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects I","","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","Formula SAE Project","AME",20251,0,1,"SP25","Undergraduate Design Projects I - Formula SAE Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","AY25","SP25","undergrad lower division"
29049,"AME-291","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects I","","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","Human Powered Vehicle Project","AME",20251,0,1,"SP25","Undergraduate Design Projects I - Human Powered Vehicle Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","AY25","SP25","undergrad lower division"
29050,"AME-291","Andrew and Erna Viterbi School of Engineering",1,"Undergraduate Design Projects I","","Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","Formula SAE Electric Project","AME",20251,0,1,"SP25","Undergraduate Design Projects I - Formula SAE Electric Project - Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions.  Intended for lower division students or those with little prior project experience.  Graded CR/NC.","AY25","SP25","undergrad lower division"
29071,"AME-510","Andrew and Erna Viterbi School of Engineering",48,"Advanced Computational Design and Manufacturing","","Study concepts behind computational representations, algorithms and mathematical foundations, and their applications in computer-aided design and manufacturing. Develop hands-on computational skills in team projects.","","AME",20251,0,1,"SP25","Advanced Computational Design and Manufacturing -  - Study concepts behind computational representations, algorithms and mathematical foundations, and their applications in computer-aided design and manufacturing. Develop hands-on computational skills in team projects.","AY25","SP25","graduate"
29102,"ASTE-280","Andrew and Erna Viterbi School of Engineering",1,"Foundations of Astronautical Engineering","Erwin, Dan","Coordinate systems and transformations. Spherical trigonometry. Filtering and estimation. Spacecraft orbits and orbital maneuvers. Rocket propulsion, spacecraft attitude dynamics, spacecraft communications, and space environment.","","ASTE",20251,0,1,"SP25","Foundations of Astronautical Engineering -  - Coordinate systems and transformations. Spherical trigonometry. Filtering and estimation. Spacecraft orbits and orbital maneuvers. Rocket propulsion, spacecraft attitude dynamics, spacecraft communications, and space environment.","AY25","SP25","undergrad lower division"
29106,"ASTE-505B","Andrew and Erna Viterbi School of Engineering",48,"Plasma Dynamics","Wang, Joseph","Charged particle dynamics. Kinetic and fluid theories. Rarefied and collisional plasma flows. Plasma-surface interactions. Waves, instabilities, turbulence. Applications in engineering and space science. (Duplicates credit in EE-572b)","","ASTE",20251,0,1,"SP25","Plasma Dynamics -  - Charged particle dynamics. Kinetic and fluid theories. Rarefied and collisional plasma flows. Plasma-surface interactions. Waves, instabilities, turbulence. Applications in engineering and space science. (Duplicates credit in EE-572b)","AY25","SP25","graduate"
29112,"ASTE-421","Andrew and Erna Viterbi School of Engineering",1,"Mission Systems Design","","Space systems engineering process: requirements definition; trade studies; system integration; technical reviews; cost and schedule development; case studies; ethics. Capstone design experience.","","ASTE",20251,0,1,"SP25","Mission Systems Design -  - Space systems engineering process: requirements definition; trade studies; system integration; technical reviews; cost and schedule development; case studies; ethics. Capstone design experience.","AY25","SP25","undergrad upper division"
29116,"ASTE-566","Andrew and Erna Viterbi School of Engineering",48,"Ground Communications for Satellite Operations","","Theory, practice, architecture, operations of ground satellite communications with satellites. Practical implementation of satellite communications system and reception and analysis of satellite transmitted signals.","","ASTE",20251,0,3,"SP25","Ground Communications for Satellite Operations -  - Theory, practice, architecture, operations of ground satellite communications with satellites. Practical implementation of satellite communications system and reception and analysis of satellite transmitted signals.","AY25","SP25","graduate"
29118,"ASTE-480","Andrew and Erna Viterbi School of Engineering",1,"Spacecraft Dynamics","Cooley, Bryan, Braxton","Two-body motion.  Rigid-body motion.  Attitude dynamics and maneuvers.  Spacecraft stabilization: gravity gradient, reaction wheels, magnetic torques.  Thruster attitude control.  Senior standing.","","ASTE",20251,0,1,"SP25","Spacecraft Dynamics -  - Two-body motion.  Rigid-body motion.  Attitude dynamics and maneuvers.  Spacecraft stabilization: gravity gradient, reaction wheels, magnetic torques.  Thruster attitude control.  Senior standing.","AY25","SP25","undergrad upper division"
29126,"ASTE-523","Andrew and Erna Viterbi School of Engineering",48,"Design of Low Cost Space Missions","","Reviews all aspects of space mission design for practical approaches to reducing cost.  Examines ""LightSat"" mission experience and potential applicability to large scale missions. Graduate standing in engineering or science. Recommended preparation: ASTE 520 or some experience in space engineering.","","ASTE",20251,0,2,"SP25","Design of Low Cost Space Missions -  - Reviews all aspects of space mission design for practical approaches to reducing cost.  Examines ""LightSat"" mission experience and potential applicability to large scale missions. Graduate standing in engineering or science. Recommended preparation: ASTE 520 or some experience in space engineering.","AY25","SP25","graduate"
29134,"ASTE-527","Andrew and Erna Viterbi School of Engineering",48,"Space Exploration Architectures Concept Synthesis Studio","","Programmatic/conceptual design synthesis/choice creation methods for complex space missions.  Aerospace system engineering/architecting tools to create innovative projects. Evaluated by faculty/industry/NASA experts.  Graduate standing in engineering or science.  Recommended preparation: ASTE-520 or experience in space industry","","ASTE",20251,0,2,"SP25","Space Exploration Architectures Concept Synthesis Studio -  - Programmatic/conceptual design synthesis/choice creation methods for complex space missions.  Aerospace system engineering/architecting tools to create innovative projects. Evaluated by faculty/industry/NASA experts.  Graduate standing in engineering or science.  Recommended preparation: ASTE-520 or experience in space industry","AY25","SP25","graduate"
29135,"ASTE-535","Andrew and Erna Viterbi School of Engineering",48,"Space Environments and Spacecraft Interactions","","Space environments and interactions with space systems.  Vacuum, neutral and ionized species, plasma, radiation, micrometeoroids. Phenomena important for spacecraft operations.","","ASTE",20251,0,2,"SP25","Space Environments and Spacecraft Interactions -  - Space environments and interactions with space systems.  Vacuum, neutral and ionized species, plasma, radiation, micrometeoroids. Phenomena important for spacecraft operations.","AY25","SP25","graduate"
29142,"ASTE-570","Andrew and Erna Viterbi School of Engineering",48,"Liquid Rocket Propulsion","","Liquid-propelled rocket propulsion systems. Capillary devices for gas-free liquid acquisition in zero gravity. Ground and in-orbit operations. Propellant life predictions and spacecraft end-of-life de-orbiting strategies.","","ASTE",20251,0,2,"SP25","Liquid Rocket Propulsion -  - Liquid-propelled rocket propulsion systems. Capillary devices for gas-free liquid acquisition in zero gravity. Ground and in-orbit operations. Propellant life predictions and spacecraft end-of-life de-orbiting strategies.","AY25","SP25","graduate"
29145,"ASTE-580","Andrew and Erna Viterbi School of Engineering",48,"Orbital Mechanics I","","Physical principles; two-body and central force motion; trajectory correction maneuvers; position and velocity in conic orbits; Lambert's problem; celestial mechanics; orbital perturbations.","","ASTE",20251,0,2,"SP25","Orbital Mechanics I -  - Physical principles; two-body and central force motion; trajectory correction maneuvers; position and velocity in conic orbits; Lambert's problem; celestial mechanics; orbital perturbations.","AY25","SP25","graduate"
