"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"10312","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","11:00:00","11:50:00","F","25","","Alexander, Kadeja","GFS213","25","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and ci","AMST","20201"
"10313","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","09:00:00","09:50:00","T","25","","Lenz, Colby","WPH106","25","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and ci","AMST","20201"
"10314","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","09:00:00","09:50:00","H","27","","Leon, Rocio","GFS222","27","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and ci","AMST","20201"
"10315","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","13:00:00","13:50:00","M","26","","Leon, Rocio","THHB9","26","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and ci","AMST","20201"
"10316","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","13:00:00","13:50:00","W","25","","Lenz, Colby","GFS220","25","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and ci","AMST","20201"
"10317","AMST-101","LASS","1","4","4","Race and Class in Los Angeles","C","","Y","11:00:00","12:20:00","TH","152","","De Lara, Juan","SGM101","152","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and ci","AMST","20201"
"10320","AMST-135","LAS","1","4","4","Peoples and Cultures of the Americas","C","Y","Y","14:00:00","15:20:00","MW","145","","Chavez, Alicia, L","SGM101","145","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","AMST","20201"
"10321","AMST-135","LAS","1","0","0","Peoples and Cultures of the Americas","D","Y","Y","10:00:00","10:50:00","F","23","","Nieva, Chrisshonna, Grant;Chavez, Alicia, L.","KAP165","23","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","AMST","20201"
"10322","AMST-135","LAS","1","0","0","Peoples and Cultures of the Americas","D","Y","Y","11:00:00","11:50:00","F","24","","Nieva, Chrisshonna, Grant;Chavez, Alicia, L.","KAP165","24","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","AMST","20201"
"10323","AMST-135","LAS","1","0","0","Peoples and Cultures of the Americas","D","Y","Y","10:00:00","10:50:00","W","24","","Nieva, Chrisshonna, Grant;Chavez, Alicia, L.","THHB9","24","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","AMST","20201"
"10324","AMST-135","LAS","1","0","0","Peoples and Cultures of the Americas","D","Y","Y","10:00:00","10:50:00","M","25","","Nieva, Chrisshonna, Grant;Chavez, Alicia, L.","SOSB37","25","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","AMST","20201"
"10325","AMST-135","LAS","1","0","0","Peoples and Cultures of the Americas","D","Y","Y","13:00:00","13:50:00","W","25","","Nieva, Chrisshonna, Grant;Chavez, Alicia, L.","THH217","25","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","AMST","20201"
"10327","AMST-135","LAS","1","0","0","Peoples and Cultures of the Americas","D","Y","Y","13:00:00","13:50:00","M","24","","Nieva, Chrisshonna, Grant;Chavez, Alicia, L.","THH217","24","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.","AMST","20201"
"10329","AMST-140","LAS","1","4","4","Borderlands in a Global Context","CD","","Y","17:00:00","18:20:00","MW","46","","McDaniel, Shawn","KAP146","46","Interdisciplinary survey of theory and borderland site cases, national sentiment, linguistic and cultural conflicts, exploration of local, regional, and national identities in cultu","AMST","20201"
"10330","AMST-140","LAS","1","0","0","Borderlands in a Global Context","D","","N","11:00:00","11:50:00","F","0","","","OFFICE","0","Interdisciplinary survey of theory and borderland site cases, national sentiment, linguistic and cultural conflicts, exploration of local, regional, and national identities in cultu","AMST","20201"
"10331","AMST-140","LAS","1","0","0","Borderlands in a Global Context","D","","N","14:00:00","14:50:00","F","0","","","OFFICE","0","Interdisciplinary survey of theory and borderland site cases, national sentiment, linguistic and cultural conflicts, exploration of local, regional, and national identities in cultu","AMST","20201"
"10332","AMST-140","LAS","1","0","0","Borderlands in a Global Context","D","","N","12:00:00","12:50:00","F","0","","","OFFICE","0","Interdisciplinary survey of theory and borderland site cases, national sentiment, linguistic and cultural conflicts, exploration of local, regional, and national identities in cultu","AMST","20201"
"10333","AMST-140","LAS","1","0","0","Borderlands in a Global Context","D","","N","13:00:00","13:50:00","F","0","","","OFFICE","0","Interdisciplinary survey of theory and borderland site cases, national sentiment, linguistic and cultural conflicts, exploration of local, regional, and national identities in cultu","AMST","20201"
"10338","AMST-150","LAS","1","4","4","The American War in Viet Nam","C","Y","Y","15:30:00","16:50:00","MW","113","","Berg, Rick","SGM101","113","Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","AMST","20201"
"10339","AMST-150","LAS","1","0","0","The American War in Viet Nam","D","Y","Y","10:00:00","10:50:00","W","24","","Zhao, Shan Mu","WPHB26","24","Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","AMST","20201"
"10340","AMST-150","LAS","1","0","0","The American War in Viet Nam","D","Y","Y","12:00:00","12:50:00","F","14","","Nieva, Chrisshonna, Grant","KAP158","14","Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","AMST","20201"
"10341","AMST-150","LAS","1","0","0","The American War in Viet Nam","D","Y","Y","11:00:00","11:50:00","W","23","","Nieva, Chrisshonna, Grant","WPHB26","23","Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","AMST","20201"
"10342","AMST-150","LAS","1","0","0","The American War in Viet Nam","D","Y","Y","13:00:00","13:50:00","W","22","","Zhao, Shan Mu","THH213","22","Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","AMST","20201"
"10343","AMST-150","LAS","1","0","0","The American War in Viet Nam","D","Y","Y","13:00:00","13:50:00","F","11","","Lucero, David, Zachary","KAP167","11","Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","AMST","20201"
"10344","AMST-150","LAS","1","0","0","The American War in Viet Nam","D","Y","Y","11:00:00","11:50:00","F","20","","Lucero, David, Zachary","KAP159","20","Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)","AMST","20201"
"10345","AMST-200","LAS","1","4","4","Introduction to American Studies and Ethnicity","C","R","Y","09:30:00","10:50:00","TH","14","","Mitchell, Joshua","SOSB4","14","Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues.","AMST","20201"
"10347","AMST-200","LAS","1","4","4","Introduction to American Studies and Ethnicity","C","L","Y","12:30:00","13:50:00","TH","46","","Chavez, Alicia, L","THH212","46","Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues.","AMST","20201"
