"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"34206","FREN-120","LASH","1","4","4","French I","C","","Y","13:00:00","13:50:00","MTWH","9","","Mc Laughlin, Richard","THH112","9","Introduction to current French. Oral practice, listening and reading comprehension; grammar necessary for simple spoken and written expression.","FREN","20201"
"3421","LAW-727","LAW","941","2","2","Partnerships and Limited Liability Companies","C","","Y","14:00:00","14:50:00","MW","30","","Chasalow, Michael","LAW2","30","This course deals with the formation, features and functions of general partnerships, limited partnerships and limited liability companies.  It will also focus on business planning, recognizing business and legal objectives and selecting the appropriate entity to accomplish these objectives.","LAW","20201"
"34210","FREN-120","LASH","1","4","4","French I","C","","Y","14:00:00","15:50:00","TH","16","","Taylor, Scott","WPH101","16","Introduction to current French. Oral practice, listening and reading comprehension; grammar necessary for simple spoken and written expression.","FREN","20201"
"34212","FREN-012","LAS","716","1","1","French 120 Language Practicum","C","","Y","15:00:00","15:50:00","W","3","","Siassi, Guilan","VKC161","3","English grammar as it relates to French in order to improve students' French language skills; explicit pronunciation and intonation practice.","FREN","20201"
"34214","FREN-150","LASH","1","4","4","French II","C","","Y","08:00:00","09:50:00","MW","15","","Garcia, Jesus, Javier","THH112","15","Continuation of 120.","FREN","20201"
"34216","FREN-150","LASH","1","4","4","French II","C","","Y","10:00:00","10:50:00","TWHF","13","","Taylor, Scott","THH112","13","Continuation of 120.","FREN","20201"
"34218","FREN-150","LASH","1","4","4","French II","C","","Y","11:00:00","11:50:00","TWHF","11","","Taylor, Scott","THH112","11","Continuation of 120.","FREN","20201"
"34219","FREN-150","LASH","1","4","4","French II","C","","Y","12:00:00","12:50:00","TWHF","12","","Taylor, Scott","THH110","12","Continuation of 120.","FREN","20201"
"3422","LAW-728","LAW","941","2","2","Legal Technology","C","","Y","10:00:00","11:50:00","M","17","","Rich, Beverly, Nora","LAW12","17","Technology and innovation, including AI, blockchain, practice management, big data analytics and E-discovery software, are transforming the role of lawyers and the delivery of legal","LAW","20201"
"34220","FREN-150","LASH","1","4","4","French II","C","","Y","13:00:00","13:50:00","MTWH","17","","Burle, Nathalie, C","THH108","17","Continuation of 120.","FREN","20201"
"34222","FREN-150","LASH","1","4","4","French II","C","","Y","14:00:00","14:50:00","MTWH","17","","Burle, Nathalie, C","THH108","17","Continuation of 120.","FREN","20201"
"34223","FREN-150","LASH","1","4","4","French II","C","","Y","14:00:00","15:50:00","MW","14","","Showrai, Atiyeh","THH112","14","Continuation of 120.","FREN","20201"
"34224","FREN-150","LASH","1","4","4","French II","C","","Y","16:00:00","17:50:00","MW","17","","Burle, Nathalie, C","THH112","17","Continuation of 120.","FREN","20201"
"34228","FREN-015","LAS","716","1","1","French 150 Language Practicum","C","","Y","16:00:00","16:50:00","W","5","","Siassi, Guilan","VKC161","5","English grammar as it relates to French in order to improve students French language skills; explicit pronunciation and intonation practice.","FREN","20201"
"34230","FREN-220","LASH","1","4","4","French III","C","","Y","08:00:00","08:50:00","MTWH","18","","Misran, Jennifer","THH110","18","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","FREN","20201"
"34231","FREN-220","LASH","1","4","4","French III","C","","Y","09:00:00","09:50:00","MTWH","17","","Misran, Jennifer","THH110","17","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","FREN","20201"
"34233","FREN-220","LASH","1","4","4","French III","C","","Y","10:00:00","10:50:00","TWHF","19","","Van Dam, Julie, Christine","THH110","19","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","FREN","20201"
"34235","FREN-220","LASH","1","4","4","French III","C","","Y","11:00:00","11:50:00","TWHF","19","","Van Dam, Julie, Christine","THH110","19","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","FREN","20201"
"34239","FREN-220","LASH","1","4","4","French III","C","","Y","13:00:00","13:50:00","TWHF","18","","Siassi, Guilan","THH110","18","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","FREN","20201"
"34243","FREN-220","LASH","1","4","4","French III","C","","Y","14:00:00","14:50:00","TWHF","17","","Siassi, Guilan","THH110","17","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","FREN","20201"
"34244","FREN-220","LASH","1","4","4","French III","C","","Y","14:00:00","15:50:00","TH","18","","Misran, Jennifer","THH112","18","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","FREN","20201"
"34245","FREN-220","LASH","1","4","4","French III","C","","Y","16:00:00","17:50:00","TH","19","","Burle, Nathalie, C","THH112","19","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","FREN","20201"
"34250","FREN-235","LASH","1","2","2","Intermediate Conversational French","C","","Y","14:00:00","14:50:00","MW","10","","Chamberlin, Julia, C","WPH101","10","Designed for non-majors/minors interested in maintaining and developing French language competency. Builds vocabulary, ease of communication, and cultural knowledge through discussi s.","FREN","20201"
"34253","FREN-250","LAS","1","4","4","French IV","C","","Y","10:00:00","11:50:00","TH","14","","Misran, Jennifer","THH117","14","Introduction to French literature through the study of texts and audiovisuals organized around a central theme; develops close-reading techniques and discursive skills; reviews Fren","FREN","20201"
"34257","FREN-250","LAS","1","4","4","French IV","C","","Y","10:00:00","11:50:00","WF","11","","Siassi, Guilan","VKC104","11","Introduction to French literature through the study of texts and audiovisuals organized around a central theme; develops close-reading techniques and discursive skills; reviews Fren","FREN","20201"
"34259","FREN-300","LAS","1","4","4","French Grammar and Composition","C","","Y","12:30:00","13:50:00","TH","14","","Mousli, Beatrice","THH107","14","Grammatical structure and vocabulary building with practical application to written composition. Prerequisites: FREN 250.","FREN","20201"
"34262","FREN-305","LAS","1","2","2","Global Women's Narratives","C","","Y","16:00:00","17:50:00","T","6","","Van Dam, Julie, Christine","THH205","6","Experiential learning course organized around Francophone women's narratives, theory of narrative and testimony, and practice and publishing of interviews with women across global c","FREN","20201"
"34268","FREN-330","LASH","1","4","4","Critical Writing in French","C","","Y","09:30:00","10:50:00","TH","11","","Mousli, Beatrice","THH115","11","Advanced composition through critical reading of literary texts; comprehensive analysis of difficult grammatical structures and stylistics. Prerequisite: FREN 300.","FREN","20201"
"34272","FREN-360","LASH","1","4","4","Business and Technical French","C","","Y","12:00:00","13:50:00","MW","8","","Showrai, Atiyeh","WPH201","8","Specific vocabulary and formulae used in international commerce. Attention given to developing vocabulary and standard forms appropriate to individual career objectives.  Recommended preparation: FREN 300","FREN","20201"
"34276","FREN-375","LASH","1","4","4","Global Narratives of Illness and Disability","C","","Y","14:00:00","15:20:00","TH","20","","Van Dam, Julie, Christine","GFS111","20","Study of difference as represented through French, Francophone and related narratives of disability and illness, with attention to race and gender. Conducted in English.","FREN","20201"
"34278","FREN-383","LAS","1","4","4","French Women Writers","C","","Y","10:00:00","11:50:00","MW","8","","Szabari, Antonia","THH211","8","Major figures and their roles in French society and contributions to French literature. Conducted in French. Corequisite: FREN 330.","FREN","20201"
"34281","FREN-403","LAS","1","4","4","Studies in Colonialism and Postcolonialism","C","","Y","09:30:00","10:50:00","TH","4","","Moudileno, Lydie, Esther","THH111","4","Study and analysis of colonialism and postcolonialism in French and Francophone contexts. Prerequisite: FREN-330.","FREN","20201"
"34290","FREN-490","LAS","704","2","4","Directed Research","C","","Y","","","","3","","Van Dam, Julie, Christine","OFFICE","3","Individual research and readings. Not available for graduate credit.","FREN","20201"
"34300","FREN-490","LAS","1","2","8","Directed Research","C","","Y","","","","2","","Meeker, Natania;Harrison, Olivia C","OFFICE","2","Individual research and readings. Not available for graduate credit.","FREN","20201"
"3431","LAW-733","LAW","941","3","3","Business Bankruptcy","C","","Y","14:00:00","15:15:00","TH","12","","Rasmussen, Robert, K.","LAW7","12","Reorganization of failing corporations under Chapter XI of the Bankruptcy Act. Claims, protective committees, plans, tax considerations.","LAW","20201"
"34325","FREN-503","LAS","1","4","4","Modernities","C","","Y","14:00:00","16:50:00","M","4","","Harrison, Olivia C","WPH603","4","An intellectual genealogy of French modernity and modernism through the examination of canonical literary texts and theories.","FREN","20201"
"3434","LAW-736","LAW","941","4","4","Small Business Clinic I","C","","Y","15:00:00","17:00:00","M","7","","Chasalow, Michael","TBA","7","Students provide legal assistance to small businesses, entrepreneurs and non-profit organizations that cannot pay market rates for legal services. Graded CR/NC. Open to Law students","LAW","20201"
"34350","FREN-590","LASH","1","1","12","Directed Research","C","","Y","","","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","FREN","20201"
"3437","LAW-744","LAW","941","2","2","Anatomy of an International Business Deal","C","","Y","09:00:00","10:40:00","T","7","","Spronz, Steven","LAW118","7","Focuses on developing practical skills a lawyer needs to successfully represent a party in any commercial transaction, including international business transactions.","LAW","20201"
"34390","FREN-790","LASH","1","1","12","Research","C","","Y","","","","0","","","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","FREN","20201"
"34399","FREN-794Z","LASH","1","0","0","Doctoral Dissertation","C","","Y","","","","0","","","OFFICE","0","Credit on acceptance of Dissertation.","FREN","20201"
"3440","LAW-669","LAW","941","3","3","Moot Court Supervision","C","","Y","","","","11","","Lonergan, Rebecca, S.","OFFICE","11","Evaluation and supervision of the preparation of briefs and oral arguments in the Hale Moot Court honors competition.  Graded CR/69/65.","LAW","20201"
"34405","ITAL-120","LASH","1","4","4","Italian I","C","","Y","11:00:00","11:50:00","MTWH","6","","Italiano, Francesca","VKC111","6","Introduction to current Italian. Oral practice, hearing and reading comprehension; grammar necessary for simple spoken and written expression. Lecture, classroom drill, laboratory","ITAL","20201"
"34407","ITAL-120","LASH","1","4","4","Italian I","C","","Y","13:00:00","13:50:00","MTWH","3","","Italiano, Francesca","VKC206","3","Introduction to current Italian. Oral practice, hearing and reading comprehension; grammar necessary for simple spoken and written expression. Lecture, classroom drill, laboratory","ITAL","20201"
"34409","ITAL-120","LASH","1","4","4","Italian I","C","","Y","16:00:00","16:50:00","MTWH","18","","Idini, Antonio","VKC211","18","Introduction to current Italian. Oral practice, hearing and reading comprehension; grammar necessary for simple spoken and written expression. Lecture, classroom drill, laboratory","ITAL","20201"
"34412","ITAL-012","LAS","716","1","1","Italian 120 Language Practicum","C","","Y","12:00:00","12:50:00","W","2","","Italiano, Francesca","VKC103","2","English grammar as it relates to Italian in order to improve students' Italian language skills; explicit pronunciation and intonation practice.","ITAL","20201"
"34418","ITAL-150","LAS","1","4","4","Italian II","C","","Y","10:00:00","10:50:00","MTWH","3","","Italiano, Francesca","VKC111","3","Continuation of Italian I.","ITAL","20201"
"34420","ITAL-150","LAS","1","4","4","Italian II","C","","Y","11:00:00","11:50:00","MTWH","17","","Idini, Antonio","VKC161","17","Continuation of Italian I.","ITAL","20201"
"34421","ITAL-150","LAS","1","4","4","Italian II","C","","Y","13:00:00","13:50:00","MTWH","18","","Idini, Antonio","VKC160","18","Continuation of Italian I.","ITAL","20201"
"34422","ITAL-175","LAS","1","4","4","Accelerated Italian for Speakers of Spanish and Other Romance Languages","C","","Y","16:00:00","17:50:00","TH","9","","Fortney, James, M","VKC109","9","Accelerated introduction to written and spoken Italian for students with a high level of proficiency in Spanish or another Romance Language.  Students completing this course may enr","ITAL","20201"
"34426","ITAL-220","LASH","1","4","4","Italian III","C","","Y","13:00:00","13:50:00","TWHF","21","","Filippi, Alessio, A.","VKC111","21","Continuation of Italian II. Review of structure of the language, drill in aural and reading comprehension, practice in oral expression.","ITAL","20201"
"34428","ITAL-220","LASH","1","4","4","Italian III","C","","Y","14:00:00","14:50:00","TWHF","18","","Filippi, Alessio, A.","VKC111","18","Continuation of Italian II. Review of structure of the language, drill in aural and reading comprehension, practice in oral expression.","ITAL","20201"
"34430","ITAL-224","LASH","1","4","4","Italian Composition and Conversation","C","","Y","16:00:00","17:50:00","TH","3","","Filippi, Alessio, A","THH213","3","Practice in composition and conversation; organized around a set of themes; develops close-reading techniques and discursive skills; reviews Italian grammar.","ITAL","20201"
"34451","ITAL-347","LAS","88","4","4","Italy Today: Youth, Family and Migration","C","","Y","09:00:00","13:00:00","MTWHF","4","","Fortney, James, M","ONLINE","4","Contemporary social, political and economic issues through readings of recent Italian literature onsite.  Conducted in English.","ITAL","20201"
"34453","ITAL-345","LASH","1","4","4","Contemporary Italy","C","","Y","12:00:00","13:50:00","MW","5","","Mullins, Jonathan","VKC104","5","Italian literature and arts in Italy following World War II. Conducted in English.","ITAL","20201"
"34457","ITAL-499","LASH","1","4","4","Special Topics","C","","Y","09:30:00","10:50:00","TH","4","","Annovi, Gian-Maria","VKC210","4","Selected topics in Italian literature, culture and society. Conducted in Italian.","ITAL","20201"
"34475","ITAL-490","LAS","1","2","8","Directed Research","C","","Y","","","","2","","Leardini, Francesca","OFFICE","2","Individual research and readings. Not available for graduate credit.","ITAL","20201"
"3448","LAW-749","LAW","941","3","3","Securities Regulation","C","","Y","18:00:00","20:30:00","M","11","","Zaccaro, Thomas","LAW103","11","Regulation by state and federal authorities of issuance of, and trading in, stocks, bonds, and other securities. Particular reference to SEC regulations.","LAW","20201"
"34499","ITAL-590","LASH","1","1","12","Directed Research","C","","Y","","","","0","","","OFFICE","0","Research leading to the master's degree in cognate fields. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","ITAL","20201"
"3454","LAW-753","LAW","941","3","3","Antitrust Law I","C","","Y","09:00:00","10:15:00","TH","15","","Hovenkamp, Erik, N.","LAW3","15","Laws designed to preserve and promote business competition, with heavy emphasis on the federal antitrust laws.","LAW","20201"
"34600","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","10:00:00","11:50:00","F","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34601","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","12:00:00","13:50:00","M","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34602","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","12:00:00","13:50:00","T","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34603","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","12:00:00","13:50:00","W","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34604","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","Y","14:00:00","15:50:00","M","7","","Phillips, Kenneth","WPH201","7","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34605","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","M","0","","","OFFICE","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34606","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","T","0","","","TBA","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34607","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","T","0","","","OFFICE","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34608","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","T","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34609","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","W","0","","","OFFICE","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34610","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","W","0","","","OFFICE","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34611","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","W","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34612","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","H","0","","","OFFICE","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34613","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","H","0","","","TBA","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34614","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","14:00:00","15:50:00","H","0","","","OFFICE","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34615","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","15:00:00","16:50:00","M","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34616","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","15:00:00","16:50:00","T","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34617","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","15:00:00","16:50:00","W","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34618","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","N","15:00:00","16:50:00","H","0","","","","0","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"34619","FSEM-100","LASO","1","2","2","Freshman Seminar","C","","Y","18:30:00","20:20:00","M","10","","Leaks, Broderick","VKC161","10","A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.","FSEM","20201"
"3468","LAW-763","LAW","941","3","3","Federal Courts: The Federal System II","C","","Y","08:00:00","10:30:00","W","16","","Freinberg, Elisabeth","LAW7","16","Problems of adjudication in a federal system. Allocation of authority between federal and state courts and among Congress, the Executive and the Courts; choice of federal and state","LAW","20201"
"3470","LAW-764","LAW","941","3","3","International Business Transactions","C","","Y","08:00:00","09:15:00","MW","6","","Powell, Yaphett","LAW1","6","Survey of legal aspects of international trade and investment transactions, including tax considerations.","LAW","20201"
"3472","LAW-765","LAW","941","3","3","Topics in Intellectual Property Law","C","","Y","16:00:00","19:50:00","H","9","","Lo, Jason;Best, Timothy","LAW107","9","Analyzes selected contributions to intellectual property scholarship and explores some challenging problems in contemporary intellectual property law.","LAW","20201"
"3488","LAW-770","LAW","941","2","2","Technology Transactions","C","","Y","18:00:00","20:15:00","T","16","","Friedman, Richard","LAW118","16","Provides students with the foundation for advising clients on transactions involving patents, trade secrets and other technology-related rights.","LAW","20201"
"34902","SWMS-212","LAS","1","4","4","Introduction to Gender and Sexuality: American Perspectives","C","B","Y","11:00:00","12:20:00","TH","131","","Blaine, Diana, York","THH202","131","Examination of how gender and sexuality have been constructed, experienced and legislated.","SWMS","20201"
"34906","SWMS-212","LAS","1","0","0","Introduction to Gender and Sexuality: American Perspectives","D","B","Y","09:00:00","09:50:00","F","22","","Gilbert, Harry","WPH103","22","Examination of how gender and sexuality have been constructed, experienced and legislated.","SWMS","20201"
"34907","SWMS-212","LAS","1","0","0","Introduction to Gender and Sexuality: American Perspectives","D","B","Y","10:00:00","10:50:00","F","24","","Gilbert, Harry","WPH103","24","Examination of how gender and sexuality have been constructed, experienced and legislated.","SWMS","20201"
"34908","SWMS-212","LAS","1","0","0","Introduction to Gender and Sexuality: American Perspectives","D","B","Y","11:00:00","11:50:00","F","25","","Johnson, Perry, Berne","VKC151","25","Examination of how gender and sexuality have been constructed, experienced and legislated.","SWMS","20201"
"34909","SWMS-212","LAS","1","0","0","Introduction to Gender and Sexuality: American Perspectives","D","B","Y","12:00:00","12:50:00","F","24","","Johnson, Perry, Berne","VKC151","24","Examination of how gender and sexuality have been constructed, experienced and legislated.","SWMS","20201"
"34910","SWMS-212","LAS","1","0","0","Introduction to Gender and Sexuality: American Perspectives","D","B","Y","13:00:00","13:50:00","F","23","","Reed, Khaliah","VKC256","23","Examination of how gender and sexuality have been constructed, experienced and legislated.","SWMS","20201"
"34911","SWMS-212","LAS","1","0","0","Introduction to Gender and Sexuality: American Perspectives","D","B","Y","14:00:00","14:50:00","F","13","","Reed, Khaliah","VKC256","13","Examination of how gender and sexuality have been constructed, experienced and legislated.","SWMS","20201"
"34915","SWMS-221","LAS","1","4","4","Introduction to Queer Theory","C","A","Y","12:30:00","13:50:00","TH","44","","Whitney, Emerson","VKC150","44","Genealogies of queer theory, from psychoanalytic theories to feminism and post-structuralism; evolving concepts of gender; relation to social justice, resistance and power.","SWMS","20201"
"34916","SWMS-221","LAS","1","0","0","Introduction to Queer Theory","D","A","Y","09:00:00","09:50:00","F","21","","Eo, Kyunghee","WPH106","21","Genealogies of queer theory, from psychoanalytic theories to feminism and post-structuralism; evolving concepts of gender; relation to social justice, resistance and power.","SWMS","20201"
"34917","SWMS-221","LAS","1","0","0","Introduction to Queer Theory","D","A","Y","10:00:00","10:50:00","F","23","","Eo, Kyunghee","WPH206","23","Genealogies of queer theory, from psychoanalytic theories to feminism and post-structuralism; evolving concepts of gender; relation to social justice, resistance and power.","SWMS","20201"
"34918","SWMS-227","LAS","88","4","4","Death and Gender in Urban Contexts","C","","Y","09:00:00","15:00:00","MTWHF","13","","Blaine, Diana, York","","13","Experiential course examining how beliefs about mortality are produced by history, gender, culture, and context; how the handling of death shapes urban society.","SWMS","20201"
"34920","SWMS-306","LAS","1","4","4","Contemporary Issues in LGBTQ Studies","C","","Y","15:30:00","16:50:00","TH","8","","Whitney, Emerson","THH121","8","Interdisciplinary analysis of LGBTQ issues; examination of the intersections of gender and sexuality with social class, race, religion and nationality.","SWMS","20201"
"34921","SWMS-308","LAS","1","4","4","Advanced Gender Theory","C","","Y","12:30:00","13:50:00","TH","5","","Park, Sunyoung","THH217","5","Contemporary debates and research in three areas: health bodies, science technologies; feminist/queer analytics in media and representation; critical approaches to race, culture and","SWMS","20201"
"34923","SWMS-311","LAS","1","2","4","Gender and Sexuality Studies: Internship","C","","Y","","","","7","","Blaine, Diana, York","OFFICE","7","Intensive experience with gender-focused community organizations; analysis of relationships between organizations and feminist and queer theory.","SWMS","20201"
"34938","SWMS-358","LAS","1","4","4","U.S. Gay and Lesbian History","C","","Y","09:30:00","10:50:00","TH","8","","Echols, Alice","VKC203","8","Exploration of shifting social organization and cultural meanings of same-sex desire and cross-gender behaviors in the U.S., primarily during the 20th century.","SWMS","20201"
"34947","SWMS-385","LAS","1","4","4","Men and Masculinity","C","","Y","14:00:00","15:20:00","MW","11","","Messner, Michael, Alan","VKC158","11","Interdisciplinary examination of social, personal meanings of masculinity; variety of male experience by social class, race, sexuality and age; emerging masculinities of the future.","SWMS","20201"
"34950","SWMS-392","LAS","1","4","4","Junior Seminar in Gender and Sexuality Studies","C","","Y","14:00:00","15:20:00","TH","10","","Blaine, Diana, York","THH119","10","Research methods in gender and sexuality studies scholarship; study of feminist, queer and post-colonial epistemologies.","SWMS","20201"
"34967","SWMS-490","LAS","1","2","8","Directed Research","C","","Y","","","","1","","Blaine, Diana, York","OFFICE","1","Independent research and readings. Not available for graduate credit.","SWMS","20201"
"34968","SWMS-492","LAS","1","4","4","Gender and Sexuality Studies: Honors Thesis","C","","Y","","","","1","","Blaine, Diana, York","OFFICE","1","Writing of the honors thesis; for students in the Gender and Sexuality Studies Honors Program.","SWMS","20201"
"3497","LAW-775","LAW","941","3","3","Immigration Law","C","","Y","14:00:00","15:15:00","TH","5","","Frenzen, Niels, W.","LAW223","5","Development of immigration law to its present state.","LAW","20201"
"34971","SWMS-499","LASS","1","4","4","Special Topics","C","","Y","17:00:00","18:20:00","MW","7","","Rousseau, Julie","THH215","7","Study of a selected problem, period, or theme through interdisciplinary approaches.","SWMS","20201"
"34984","SWMS-588","LASS","1","4","4","Seminar in Gay, Lesbian, Bisexual and Transgender Studies","C","","Y","14:00:00","16:50:00","W","5","","Hawkins, Joseph","","5","Interdisciplinary cross-cultural, historical, psychological, sociological, and contemporary political perspectives on female and male homosexual eroticism, and the emergence of gay,","SWMS","20201"
"34988","SWMS-590","LASS","1","1","12","Directed Research","C","","Y","","","","1","","Wilson, Francille, Rusan","OFFICE","1","Research leading to the master's degree in cognate fields. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","SWMS","20201"
"3499","LAW-777","LAW","941","4","4","Administrative Law and Regulatory Policy","C","","Y","10:00:00","12:00:00","MW","24","","Wood, Abby","LAW2","24","Legal principles subject to judicial control and the alternative ways in which agencies can be organized to serve their purposes.","LAW","20201"
"3502","LAW-780","LAW","941","5","5","Intellectual Property and Technology Law Clinic II","C","","Y","","","","8","","Pearlman, Jeffrey, T.","OFFICE","8","Continuation of LAW 771.","LAW","20201"
"351","SPAN-261","LAS","612","4","4","Advanced Spanish: Society and the Media","C","","Y","","","","3","","Cody, Jane, Merriam;Fernandez Isla, Mercedes","OFFICE","3","Analysis of cultural issues in the Spanish-speaking world. Discussions, presentations, writing assignments, and grammar instruction designed to improve students' proficiency in Span","SPAN","20201"
"352","SPAN-260","LASH","612","4","4","Advanced Spanish: Arts and Sciences","C","","Y","","","","3","","Cody, Jane, Merriam;Castillo, Maria","OFFICE","3","Development of students' oral and writing skills using literary and scientific materials; grammar review. Duplicates credit in the former SPAN 266.","SPAN","20201"
"3520","LAW-790","LAW","941","1","1","Legal Externship","C","","Y","17:30:00","19:10:00","W","9","","Lu, Robert","LAW130","9","Designed to support student learning at externship field placements, and support student growth in becoming ethical, professional, confident and successful law students and attorney","LAW","20201"
"3521","LAW-790","LAW","941","1","1","Legal Externship","C","","Y","18:00:00","19:40:00","T","10","","Gilliam, James","LAW106","10","Designed to support student learning at externship field placements, and support student growth in becoming ethical, professional, confident and successful law students and attorney","LAW","20201"
