"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"34091","IDSN-529","ACAD","060","3.0","3.0","Marketing Strategy for Startups","C","","Y","16:00","18:45","H","0","A","Dadourian, Thomas","ONLINE","0","A focus on ideal marketing strategies for early-stage startups seeking to build communities of early adopters and beta testers for products, services, and systems.","","IDSN","20262"
"34114","IDSN-546","ACAD","076","2.0","2.0","Integrative Studio","C","","Y","10:00","14:20","W","0","A","Lim, Yihyun","ONLINE","0","A project-based course that uses human-centered design research and methodologies to identify and explore a specific problem space or context.","","IDSN","20262"
"34132","IDSN-599","ACAD","060","4.0","4.0","Special Topics","C","","Y","20:00","22:00","MW","1","A","Siegel, Aaron","ONLINE","1","Selected topics in design, business and technology.","Rapid Visualization","IDSN","20262"
"34142","IDSN-560","ACAD","070","4.0","4.0","Narratives and Interactive Storytelling","C","","Y","17:00","19:50","MTW","1","A","Quick, Eric","ONLINE","1","Discipline-specific, cross-disciplinary and shared approaches to exploring visual, written and spoken storytelling using digital modalities. Topics include communication theory, narrative structures and content creation.","","IDSN","20262"
"34151","IDSN-599","ACAD","076","2.0","2.0","Special Topics","C","","Y","16:00","18:40","MW","0","A","Dadourian, Thomas","ONLINE","0","Selected topics in design, business and technology.","Social Media Incubator: Data-Driven Growth for Founders","IDSN","20262"
"34182","IDSN-597","ACAD","060","4.0","4.0","Industry Practicum in Fashion Innovation","C","","Y","10:00","12:10","TH","1","A","Duffty, Keanan","ONLINE","1","Develop the capacity to found, run and scale a fashion business. Work with industry partners to engage problems and needs in their market segment.","","IDSN","20262"
"34210","FREN-020","LASH","050","2.0","2.0","Course in Reading French I","C","","Y","09:00","10:50","TH","1","","Chamberlin, Julia, C.","THH105","1","For graduate students who wish help in meeting the French reading requirement for the Ph.D. degree. Synoptic presentation of French grammar. Emphasis on development of reading skills.  Not available for degree credit.  Graded CR/NC.","","FREN","20262"
"34252","FREN-220","LASH","051","4.0","4.0","French III","C","","Y","09:00","11:20","MTWH","3","","Burle, Nathalie, C.","DMC202","3","Continuation of FREN 150.  Review of structural patterns of French; selected cultural and literary readings; conversation and composition.","","FREN","20262"
"34923","SWMS-311","LAS","059","2.0","8.0","Gender and Sexuality Studies: Internship","C","","Y","TBA","TBA","","0","","Blaine, Diana, York","OFFICE","0","Intensive experience with gender-focused community organizations; analysis of relationships between organizations and feminist and queer theory.","","SWMS","20262"
"34967","SWMS-490","LAS","059","2.0","8.0","Directed Research","C","","Y","10:00","11:50","T","0","A","Blaine, Diana, York","ONLINE","0","Independent research and readings. Not available for graduate credit.","","SWMS","20262"
"34988","SWMS-590","LASS","059","1.0","12.0","Directed Research","C","","Y","10:00","11:50","H","0","A","Tongson, Karen","ONLINE","0","Research leading to the master's degree in cognate fields. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","SWMS","20262"
"35290","GESM-110","LAS","050","4.0","4.0","Seminar in the Arts","C","","N","10:00","12:50","MTW","0","","","DMC109","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","Tba","GESM","20262"
"35291","GESM-110","LAS","050","4.0","4.0","Seminar in the Arts","C","","N","10:00","12:50","TWH","0","","","DMC110","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","Tba","GESM","20262"
"35292","GESM-110","LAS","050","4.0","4.0","Seminar in the Arts","C","","N","13:00","15:50","MTW","0","","","GFS217","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","Tba","GESM","20262"
"35293","GESM-110","LAS","050","4.0","4.0","Seminar in the Arts","C","","N","13:00","15:50","TWH","0","","","DMC110","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","Tba","GESM","20262"
"35294","GESM-110","LAS","051","4.0","4.0","Seminar in the Arts","C","","N","10:00","12:50","MTW","0","","","DMC110","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","Tba","GESM","20262"
"35295","GESM-110","LAS","051","4.0","4.0","Seminar in the Arts","C","","N","10:00","12:50","TWH","0","","","THH121","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","Tba","GESM","20262"
"35296","GESM-110","LAS","051","4.0","4.0","Seminar in the Arts","C","","N","13:00","15:50","MTW","0","","","GFS217","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","Tba","GESM","20262"
"35297","GESM-110","LAS","051","4.0","4.0","Seminar in the Arts","C","","N","13:00","15:50","TWH","0","","","GFS216","0","The multifaceted history of the creative act, its analysis, production, and context as a representation of human experience. (Satisfies GE-A, The Arts) Open only to Freshmen.","Tba","GESM","20262"
"35325","GESM-120","LAS","050","4.0","4.0","Seminar in Humanistic Inquiry","C","","N","10:00","12:50","MTW","0","","","THH112","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Tba","GESM","20262"
"35326","GESM-120","LAS","050","4.0","4.0","Seminar in Humanistic Inquiry","C","","N","10:00","12:50","TWH","0","","","DMC161","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Tba","GESM","20262"
"35327","GESM-120","LAS","050","4.0","4.0","Seminar in Humanistic Inquiry","C","","N","13:00","15:50","MTW","0","","","GFS105","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Tba","GESM","20262"
"35328","GESM-120","LAS","050","4.0","4.0","Seminar in Humanistic Inquiry","C","","N","13:00","15:50","TWH","0","","","GFS228","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Tba","GESM","20262"
"35329","GESM-120","LAS","051","4.0","4.0","Seminar in Humanistic Inquiry","C","","N","10:00","12:50","MTW","0","","","DMC161","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Tba","GESM","20262"
"35330","GESM-120","LAS","051","4.0","4.0","Seminar in Humanistic Inquiry","C","","N","10:00","12:50","TWH","0","","","DMC111","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Tba","GESM","20262"
"35331","GESM-120","LAS","051","4.0","4.0","Seminar in Humanistic Inquiry","C","","N","13:00","15:50","MTW","0","","","GFS229","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Tba","GESM","20262"
"35332","GESM-120","LAS","051","4.0","4.0","Seminar in Humanistic Inquiry","C","","N","13:00","15:50","TWH","0","","","DMC111","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Tba","GESM","20262"
"35333","GESM-120","LAS","076","4.0","4.0","Seminar in Humanistic Inquiry","C","","Y","TBA","TBA","","10","A","Stott, Andrew, McConnell","ASYNC","10","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","The Early Modern Entertainment Industry","GESM","20262"
"35335","GESM-120","LAS","973","4.0","4.0","Seminar in Humanistic Inquiry","C","","Y","10:00","11:50","MTWH","0","","Ward, Thomas, William","GFS112","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Mindfulness in Cultural Practices","GESM","20262"
"35336","GESM-120","LAS","973","4.0","4.0","Seminar in Humanistic Inquiry","C","","Y","10:00","11:50","MTWH","0","","Payne, Stephanie, Renee","GFS202","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Poetics of Hip Hop","GESM","20262"
"35337","GESM-120","LAS","973","4.0","4.0","Seminar in Humanistic Inquiry","C","","Y","10:00","11:50","MTWH","0","","Rawson, Eric","GFS113","0","Interpretation and analysis of works of the imagination, exploring language, thought, and cultural traditions in relation to one another. (Satisfies GE-B, Humanistic Inquiry) Open only to Freshmen.","Subcultures and the American Experience","GESM","20262"
"35425","GESM-130","LAS","050","4.0","4.0","Seminar in Social Analysis","C","","N","10:00","12:50","MTW","0","","","GFS212","0","Individual and collective human action as it shapes and is shaped by economic organizations, political institutions, and broad social and cultural settings. (Satisfies GE-C, Social Analysis) Open only to Freshmen.","Tba","GESM","20262"
"35426","GESM-130","LAS","050","4.0","4.0","Seminar in Social Analysis","C","","N","10:00","12:50","TWH","0","","","GFS210","0","Individual and collective human action as it shapes and is shaped by economic organizations, political institutions, and broad social and cultural settings. (Satisfies GE-C, Social Analysis) Open only to Freshmen.","Tba","GESM","20262"
"35427","GESM-130","LAS","050","4.0","4.0","Seminar in Social Analysis","C","","N","13:00","15:50","MTW","0","","","GFS212","0","Individual and collective human action as it shapes and is shaped by economic organizations, political institutions, and broad social and cultural settings. (Satisfies GE-C, Social Analysis) Open only to Freshmen.","Tba","GESM","20262"
"35428","GESM-130","LAS","050","4.0","4.0","Seminar in Social Analysis","C","","N","13:00","15:50","TWH","0","","","GFS210","0","Individual and collective human action as it shapes and is shaped by economic organizations, political institutions, and broad social and cultural settings. (Satisfies GE-C, Social Analysis) Open only to Freshmen.","Tba","GESM","20262"
"35429","GESM-130","LAS","051","4.0","4.0","Seminar in Social Analysis","C","","N","10:00","12:50","MTW","0","","","GFS212","0","Individual and collective human action as it shapes and is shaped by economic organizations, political institutions, and broad social and cultural settings. (Satisfies GE-C, Social Analysis) Open only to Freshmen.","Tba","GESM","20262"
"35430","GESM-130","LAS","051","4.0","4.0","Seminar in Social Analysis","C","","N","10:00","12:50","TWH","0","","","DMC160","0","Individual and collective human action as it shapes and is shaped by economic organizations, political institutions, and broad social and cultural settings. (Satisfies GE-C, Social Analysis) Open only to Freshmen.","Tba","GESM","20262"
"35431","GESM-130","LAS","051","4.0","4.0","Seminar in Social Analysis","C","","N","13:00","15:50","MTW","0","","","GFS212","0","Individual and collective human action as it shapes and is shaped by economic organizations, political institutions, and broad social and cultural settings. (Satisfies GE-C, Social Analysis) Open only to Freshmen.","Tba","GESM","20262"
"35432","GESM-130","LAS","051","4.0","4.0","Seminar in Social Analysis","C","","N","13:00","15:50","TWH","0","","","GFS210","0","Individual and collective human action as it shapes and is shaped by economic organizations, political institutions, and broad social and cultural settings. (Satisfies GE-C, Social Analysis) Open only to Freshmen.","Tba","GESM","20262"
"35626","SSCI-397","LAS","705","2.0","4.0","Spatial Sciences Internship","C","","Y","TBA","TBA","","0","","Ter-Ghazaryan, Diana","OFFICE","0","Intensive experience in local public agency, private firm, or nonprofit agency engaged in applied geospatial analysis, modeling and mapping work.","","SSCI","20262"
"35646","SSCI-301","LAS","076","4.0","4.0","Maps and Spatial Reasoning","CL","","Y","TBA","TBA","","2","A","Minaravesh, Bita","ASYNC","2","Role of maps and spatial reasoning in the production and use of geographic information for representing and analyzing human and environmental activities and events.","","SSCI","20262"
"35691","SSCI-581","LAS","705","4.0","4.0","Concepts for Spatial Thinking","C","","Y","11:00","12:50","TH","0","A","Lester, Katherine","ONLINE","0","The unique characteristics and importance of spatial information as they relate to the evolving science, technology, and applications of Geographic Information Systems.","","SSCI","20262"
"35692","SSCI-581","LAS","705","4.0","4.0","Concepts for Spatial Thinking","C","","Y","11:00","12:50","TH","1","","Lester, Katherine","AHF145A","1","The unique characteristics and importance of spatial information as they relate to the evolving science, technology, and applications of Geographic Information Systems.","","SSCI","20262"
"35693","SSCI-596","LAS","705","1.0","2.0","Internship in Spatial Sciences","C","","Y","TBA","TBA","","0","","Lester, Katherine","OFFICE","0","Part-time or full-time practical work experience in the student's field of study at an off-campus facility under faculty direction.","","SSCI","20262"
"35694","SSCI-596","LAS","705","1.0","2.0","Internship in Spatial Sciences","C","","Y","TBA","TBA","","0","A","Lester, Katherine","ONLINE","0","Part-time or full-time practical work experience in the student's field of study at an off-campus facility under faculty direction.","","SSCI","20262"
"35715","SSCI-587","LAS","705","4.0","4.0","Spatial Data Acquisition","C","","Y","14:00","15:50","MW","0","A","Wilson, John, P.","ONLINE","0","Role of global positioning systems, maps, geocoding, and other kinds of sensors as geospatial data sources. Includes field data acquisition excursion on Catalina Island. Recommended preparation: SSCI-581. Duplicates credit in former GEOG 587.","","SSCI","20262"
"35716","SSCI-587","LAS","705","4.0","4.0","Spatial Data Acquisition","C","","Y","14:00","15:50","MW","0","","Wilson, John, P.","AHF145A","0","Role of global positioning systems, maps, geocoding, and other kinds of sensors as geospatial data sources. Includes field data acquisition excursion on Catalina Island. Recommended preparation: SSCI-581. Duplicates credit in former GEOG 587.","","SSCI","20262"
"35724","SSCI-590","LAS","705","1.0","6.0","Directed Research","C","","Y","TBA","TBA","","0","","Lester, Katherine","OFFICE","0","Research leading to the master's degree in cognate fields. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","SSCI","20262"
"35725","SSCI-790","LAS","705","1.0","6.0","Research","C","","Y","TBA","TBA","","0","","Vos, Robert, O.","OFFICE","0","Research leading to the doctoral degree. Maximum units which may be applied to the degree to be determined by the department. Open only to doctoral students.","","SSCI","20262"
"35737","SSCI-490","LAS","705","1.0","4.0","Directed Research","C","","Y","TBA","TBA","","0","","Ter-Ghazaryan, Diana","OFFICE","0","Individual research and readings. Open only to juniors and seniors. Not available for graduate credit.","","SSCI","20262"
"35740","SSCI-594A","LAS","705","2.0","2.0","Master's Thesis","C","","Y","14:00","15:50","TH","0","","Ruddell, Darren, Martin","AHF145A","0","Credit on acceptance of thesis. Graded CR/NC.","","SSCI","20262"
"35741","SSCI-594A","LAS","705","2.0","2.0","Master's Thesis","C","","Y","14:00","15:50","TH","2","A","Ruddell, Darren, Martin","ONLINE","2","Credit on acceptance of thesis. Graded CR/NC.","","SSCI","20262"
"35751","SSCI-594B","LAS","705","2.0","2.0","Master's Thesis","C","","Y","TBA","TBA","","0","","Minaravesh, Bita","OFFICE","0","Credit on acceptance of thesis. Graded CR/NC.","","SSCI","20262"
"35754","SSCI-594B","LAS","705","2.0","2.0","Master's Thesis","C","","Y","TBA","TBA","","0","A","Minaravesh, Bita","ONLINE","0","Credit on acceptance of thesis. Graded CR/NC.","","SSCI","20262"
"35758","SSCI-594Z","LAS","705","0.0","0.0","Master's Thesis","C","","Y","TBA","TBA","","0","","Lester, Katherine","OFFICE","0","Credit on acceptance of thesis. Graded CR/NC.","","SSCI","20262"
"35759","SSCI-594Z","LAS","705","0.0","0.0","Master's Thesis","C","","Y","TBA","TBA","","0","A","Lester, Katherine","ONLINE","0","Credit on acceptance of thesis. Graded CR/NC.","","SSCI","20262"
"35760","SSCI-578","LAS","705","4.0","4.0","The Practice of Geospatial Leadership","C","","Y","09:00","10:50","TH","6","A","Wilson, John, P.","ONLINE","6","The geospatial value proposition and the qualities and skills leaders will need to help their geospatial information management groups and organizations achieve success. Recommended preparation: SSCI 581.","","SSCI","20262"
"35761","SSCI-578","LAS","705","4.0","4.0","The Practice of Geospatial Leadership","C","","Y","09:00","10:50","TH","2","","Wilson, John, P.","AHF145A","2","The geospatial value proposition and the qualities and skills leaders will need to help their geospatial information management groups and organizations achieve success. Recommended preparation: SSCI 581.","","SSCI","20262"
"35790","SSCI-601A","LAS","050","2.0","2.0","Population, Health and Place Research Practicum","C","","Y","10:00","11:50","MW","0","","Vos, Robert, O.","TBD","0","The use of population science, public health, and spatial science theory and practice to advance our understanding of one or more aspects of human well-being. Prerequisite: SSCI 600. Open only to doctoral students.","","SSCI","20262"
"35791","SSCI-601B","LAS","050","2.0","2.0","Population, Health and Place Research Practicum","C","","Y","13:00","14:50","MW","0","","Vos, Robert, O.","TBD","0","The use of population science, public health, and spatial science theory and practice to advance our understanding of one or more aspects of human well-being. Open only to doctoral students.","","SSCI","20262"
"36200","GERO-200","GERO","607","4.0","4.0","Gerontology: The Science of Adult Development","C","","Y","TBA","TBA","","21","A","Walsh, John, P;Walsh, Julia, R.","ASYNC","21","Introduction to adult development through the lifespan; biological, psychological, and social processes; gerontology as a career for the future.","","GERO","20262"
"36270","GERO-470","GERO","610","4.0","4.0","Aging and Business","C","","Y","TBA","TBA","","2","A","Hoe, Deborah Fui-Yuen","ASYNC","2","An introduction to the dynamic roles of business in an aging society focusing on workplace issues, marketing to mature consumers, and careers for business gerontologists.","","GERO","20262"
"36271","GERO-470","GERO","470","4.0","4.0","Aging and Business","C","","Y","TBA","TBA","","0","","Hoe, Deborah Fui-Yuen","OFFICE","0","An introduction to the dynamic roles of business in an aging society focusing on workplace issues, marketing to mature consumers, and careers for business gerontologists.","","GERO","20262"
"36279","GERO-479","GERO","470","4.0","4.0","Health Coaching Intervention for Successful Aging","C","","Y","TBA","TBA","","2","A","Vicinanza, Roberto;Kreutzer, Carin, B.","ASYNC","2","Growth-promoting approach based on trust, listening and empathy between the coach and individual, to revitalize autonomous motivation, set goals and support the changing process.","","GERO","20262"
"36280","GERO-380","GERO","559","4.0","4.0","Diversity in Aging","C","","Y","TBA","TBA","","20","A","Bates, Julie;Brown, Tameka, A.","ASYNC","20","Exploring diversity in the older population and variability in the human aging process.","","GERO","20262"
"36285","GERO-385","GERO","610","4.0","4.0","Transitions in Adulthood","C","","Y","TBA","TBA","","5","A","Hagedorn, Aaron, Timothy","ASYNC","5","An exploration of the critical issues and transitions in the adult years, including careers, relationships, parenthood, and major turning points for personal development.","","GERO","20262"
"36287","GERO-487","GERO","610","4.0","4.0","The Life Course, Health and the Arts, 1900-2020","C","","Y","TBA","TBA","","3","A","Cicero, Caroline","ASYNC","3","Explore lifespan health, diversity and aging via examination of visual arts, music, environmental design, fashion, film and media, literature, physical movement, spoken word and food.","","GERO","20262"
"36288","GERO-499","GERO","610","4.0","4.0","Special Topics","C","","Y","TBA","TBA","","0","","Nation, Daniel","OFFICE","0","Examination of special topics in the area of gerontology.","Dementia in Older Adults","GERO","20262"
"36290","GERO-490","GERO","059","1.0","4.0","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual research and readings. Not available for graduate credit.","","GERO","20262"
"36291","GERO-491","GERO","059","2.0","4.0","Practicum","C","","Y","TBA","TBA","","0","","Hagedorn, Aaron, Timothy","OFFICE","0","Supervised experience in one or more community agencies.  Graded CR/NC.","","GERO","20262"
"36300","GERO-500","GERO","470","4.0","4.0","Perspectives on a Changing Society: An Introduction to Aging","C","","Y","10:00","12:50","MW","0","","Hagedorn, Aaron, Timothy","GER230","0","A web based course analyzing physical, mental, and social age-related changes as well as implications of population aging trends for individuals and society.","","GERO","20262"
"36301","GERO-500","GERO","559","4.0","4.0","Perspectives on a Changing Society: An Introduction to Aging","C","","Y","10:00","12:50","MW","1","A","Hagedorn, Aaron, Timothy","ONLINE","1","A web based course analyzing physical, mental, and social age-related changes as well as implications of population aging trends for individuals and society.","","GERO","20262"
"36304","GERO-504","GERO","470","4.0","4.0","Current Issues in Aging Services Management","C","","Y","09:00","14:00","F","0","","Biggs, James;Johnson, Joshua","GER115","0","Basic skills needed for an executive working in an aging services environment. Recommended for entry level administrators and managers.","","GERO","20262"
"36306","GERO-504","GERO","559","4.0","4.0","Current Issues in Aging Services Management","C","","Y","09:00","14:00","F","0","A","Biggs, James;Johnson, Joshua","ONLINE","0","Basic skills needed for an executive working in an aging services environment. Recommended for entry level administrators and managers.","","GERO","20262"
"36308","GERO-508","GERO","559","4.0","4.0","The Mind and Body Connection through the Lifespan","C","","Y","TBA","TBA","","2","A","Walsh, John, P;Walsh, Julia, R.","ONLINE","2","An introduction to mind-body processes involved in healthy aging. Examines the interplay of emotions, beliefs, and behaviors in shaping health-relevant biological processes.","","GERO","20262"
"36314","GERO-614","GERO","059","4.0","4.0","Laboratory Rotations in the Biology of Aging","C","","Y","TBA","TBA","","0","","Curran, Sean, P.","OFFICE","0","Mandatory organized laboratory rotation. Allows students to participate in laboratory activities. Designed to help select dissertation advisor and research.","","GERO","20262"
"36362","GERO-562","GERO","470","4.0","4.0","Diseases of Aging with Emphasis on Cardiovascular Disease an","C","","Y","TBA","TBA","","0","","Vicinanza, Roberto","OFFICE","0","An introduction to the diseases of aging with an emphasis on cardiovascular disease and diabetes.","","GERO","20262"
"36363","GERO-562","GERO","559","4.0","4.0","Diseases of Aging with Emphasis on Cardiovascular Disease an","C","","Y","TBA","TBA","","3","A","Vicinanza, Roberto","ONLINE","3","An introduction to the diseases of aging with an emphasis on cardiovascular disease and diabetes.","","GERO","20262"
"36365","GERO-565","GERO","610","4.0","4.0","Novel Technologies in Aging and Assisted Living","C","","Y","09:00","14:00","F","0","","Johnson, Joshua;Biggs, James","GER115","0","Focuses on the understanding of technology use with older adults. Examines telemedicine and e-health technologies as well as ethical considerations.","","GERO","20262"
"36366","GERO-565","GERO","607","4.0","4.0","Novel Technologies in Aging and Assisted Living","C","","Y","09:00","14:00","F","2","A","Johnson, Joshua;Biggs, James","ONLINE","2","Focuses on the understanding of technology use with older adults. Examines telemedicine and e-health technologies as well as ethical considerations.","","GERO","20262"
"36367","GERO-566","GERO","610","4.0","4.0","Cognitive Decline: Alzheimer's Disease and Dementia and Adva","C","","Y","09:30","14:30","TH","0","","Nation, Daniel","OFFICE","0","Covers cognitive decline for people with Alzheimers Disease or other forms of dementia.  Imaging technology to identify and find treatment options.","","GERO","20262"
"36368","GERO-566","GERO","607","4.0","4.0","Cognitive Decline: Alzheimer's Disease and Dementia and Adva","C","","Y","09:30","14:30","TH","2","A","Nation, Daniel","ONLINE","2","Covers cognitive decline for people with Alzheimers Disease or other forms of dementia.  Imaging technology to identify and find treatment options.","","GERO","20262"
"36375","GERO-585","GERO","559","4.0","4.0","The Aging Family","C","","Y","10:00","15:00","W","0","A","Ailshire, Jennifer","ONLINE","0","Family processes and structure in families with aged persons will be reviewed, including marital and family therapy and intervention strategies.","","GERO","20262"
"36377","GERO-794Z","GERO","059","0.0","0.0","Doctoral Dissertation","C","","Y","TBA","TBA","","2","","Curran, Sean, P.","OFFICE","2","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36378","GERO-794Z","GERO","060","0.0","0.0","Doctoral Dissertation","C","","Y","TBA","TBA","","2","A","Curran, Sean, P.","ONLINE","2","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36379","GERO-794Z","GERO","059","0.0","0.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","B","Curran, Sean, P.","OFFICE","0","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36380","GERO-790","GERO","059","1.0","12.0","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading up to the doctorate. Maximum units which may be applied toward the degree to be determined by the department. Graded CR/NC.","","GERO","20262"
"36381","GERO-790","GERO","060","1.0","12.0","Research","C","","Y","TBA","TBA","","0","A","","ONLINE","0","Research leading up to the doctorate. Maximum units which may be applied toward the degree to be determined by the department. Graded CR/NC.","","GERO","20262"
"36382","GERO-794A","GERO","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","Curran, Sean, P.","OFFICE","0","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36383","GERO-794B","GERO","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","Curran, Sean, P.","OFFICE","0","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36384","GERO-794C","GERO","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","Curran, Sean, P.","OFFICE","0","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36385","GERO-794C","GERO","060","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","A","Curran, Sean, P.","ONLINE","0","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36386","GERO-794D","GERO","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","Curran, Sean, P.","OFFICE","0","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36387","GERO-794D","GERO","060","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","A","Curran, Sean, P.","ONLINE","0","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36388","GERO-794D","GERO","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","B","Curran, Sean, P.","OFFICE","0","Credit on acceptance of Dissertation. Graded CR/NC.","","GERO","20262"
"36389","GERO-590","GERO","060","2.0","4.0","Directed Research","C","","Y","TBA","TBA","","0","A","Kreutzer, Carin, B.","ONLINE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","GERO","20262"
"36390","GERO-590","GERO","059","1.0","4.0","Directed Research","C","","Y","TBA","TBA","","0","","Kreutzer, Carin, B.","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","GERO","20262"
"36391","GERO-591","GERO","059","1.0","4.0","Field Practicum","C","","Y","TBA","TBA","","0","","Hagedorn, Aaron, Timothy","OFFICE","0","Supervised experiential learning in one or more organizations that serve older adults; includes a regularly scheduled seminar. Graded CR/NC.","","GERO","20262"
"36392","GERO-591","GERO","060","1.0","4.0","Field Practicum","C","","Y","TBA","TBA","","0","A","Hagedorn, Aaron, Timothy","ONLINE","0","Supervised experiential learning in one or more organizations that serve older adults; includes a regularly scheduled seminar. Graded CR/NC.","","GERO","20262"
"36393","GERO-591","GERO","059","1.0","4.0","Field Practicum","C","","Y","TBA","TBA","","0","","Kreutzer, Carin, B.","OFFICE","0","Supervised experiential learning in one or more organizations that serve older adults; includes a regularly scheduled seminar. Graded CR/NC.","","GERO","20262"
"36394","GERO-591","GERO","060","1.0","4.0","Field Practicum","C","","Y","TBA","TBA","","0","A","Kreutzer, Carin, B.","ONLINE","0","Supervised experiential learning in one or more organizations that serve older adults; includes a regularly scheduled seminar. Graded CR/NC.","","GERO","20262"
"36600","GRSC-804","RNR","059","1.0","1.0","Enrollment for PhD students on an Approved Parental Leave","C","","Y","TBA","TBA","","0","","","OFFICE","0","This course is administratively created to ensure continuing PhD students have access to health insurance and other support while on an approved parental leave.","","GRSC","20262"
"36601","GRSC-800A","GRAD","059","0.0","0.0","Studies for the Qualifying Examination","C","","Y","TBA","TBA","","1","","Drake Reitan, Meredith","OFFICE","1","Studies for the Qualifying Examination. Students may enroll in GRSC 800, once they have completed all other degree requirements, to prepare for their Qualifying Examination.","","GRSC","20262"
"36602","GRSC-800B","GRAD","059","0.0","0.0","Studies for the Qualifying Examination","C","","Y","TBA","TBA","","2","","Drake Reitan, Meredith","OFFICE","2","Studies for the Qualifying Examination. Students may enroll in GRSC 800, once they have completed all other degree requirements, to prepare for their Qualifying Examination.","","GRSC","20262"
