"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"17894","CTAN-452","CNTV","001","2.0","2.0","Introduction to 3-D Computer Animation","CL","","Y","16:00","18:50","M","0","","Valcarce, Marcel","RZC117",NA,"Lecture and laboratory in computer animation: geometric modeling, motion specification, lighting, texture mapping, rendering, compositing, production techniques, systems for computer-synthesized animation using Maya software.","","CTAN","20261"
"17895","CTAN-452","CNTV","001","2.0","2.0","Introduction to 3-D Computer Animation","CL","","N","13:00","15:50","F","0","","Bastian, Maurice, J.","RZC117",NA,"Lecture and laboratory in computer animation: geometric modeling, motion specification, lighting, texture mapping, rendering, compositing, production techniques, systems for computer-synthesized animation using Maya software.","","CTAN","20261"
"17898","CTAN-462","CNTV","001","2.0","2.0","Visual Effects","CL","","N","19:00 13:00","21:50 15:50","M F","0","","","",NA,"Survey of contemporary concepts and approaches to production in the current state of film and video effects work.  Digital and traditional methodologies will be covered, with a concentration on digital exercises illustrating modern techniques.","","CTAN","20261"
"17900","CTAN-462","CNTV","001","2.0","2.0","Visual Effects","CL","","Y","09:00","11:50","W","0","","Hanson, Eric","SCB102",NA,"Survey of contemporary concepts and approaches to production in the current state of film and video effects work.  Digital and traditional methodologies will be covered, with a concentration on digital exercises illustrating modern techniques.","","CTAN","20261"
"17905","CTAN-496","CNTV","001","2.0","2.0","Directed Studies","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual research under faculty guidance.","","CTAN","20261"
"17906","CTAN-495","CNTV","001","2.0","2.0","Visual Music","C","","Y","13:00","15:50","F","6","","Patterson, Michael","SCB102",NA,"Creating visual music animation in a variety of forms and styles. Exploring the relationship between music, movement, and visual expression. Freshmen and sophomores not eligible.","","CTAN","20261"
"17908","CTAN-496","CNTV","001","2.0","2.0","Directed Studies","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual research under faculty guidance.","","CTAN","20261"
"17909","CTAN-460","CNTV","001","2.0","2.0","Character Design Workshop","C","","Y","19:00","21:50","M","3","","Gandhi, Tapan","SCB205",NA,"The basics of character design for animation: anatomy, poses, facial expressions, silhouettes, and anthropomorphism. Development of a portfolio.","","CTAN","20261"
"17910","CTAN-480","CNTV","001","2.0","2.0","Advanced Character Animation for Games","CL","","Y","18:00","19:50","MH","1","","Thompson, Cristian","SCIL105",NA,"Advanced techniques for animating 3-D creature characters in games. An emphasis on unique non-human fantasy characters.","","CTAN","20261"
"17912","CTAN-465","CNTV","001","2.0","2.0","Digital Effects Animation","CL","","Y","19:00","21:50","F","2","","Lee, Domin","RZC117",NA,"All aspects of digital effects animation, including particles, dynamics, and fluids. Creating water, fire, explosions, and destruction in film.","","CTAN","20261"
"17913","CTAN-496","CNTV","001","2.0","2.0","Directed Studies","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Individual research under faculty guidance.","","CTAN","20261"
"17914","CTAN-496","CNTV","001","2.0","2.0","Directed Studies","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual research under faculty guidance.","","CTAN","20261"
"17915","CTAN-496","CNTV","001","2.0","2.0","Directed Studies","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual research under faculty guidance.","","CTAN","20261"
"17916","CTAN-496","CNTV","001","2.0","2.0","Directed Studies","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual research under faculty guidance.","","CTAN","20261"
"17917","CTAN-420","CNTV","001","2.0","2.0","Concept Design for Animation","C","","Y","19:00","21:50","H","2","","Mahoney, John","SCB207",NA,"Creating characters and environments for animation, live action, and video games.","","CTAN","20261"
"17918","CTAN-502","CNTV","037","2.0","2.0","Experiments in Immersive Design","CL","","N","TBA TBA","TBA TBA","W H","0","","","",NA,"An in-depth exploration of aesthetics and techniques involved in the conceptualization, design and creation of virtual reality and stereoscopic imaging.","","CTAN","20261"
"17919","CTAN-454","CNTV","001","2.0","2.0","Real-Time Animation","C","","Y","16:00","18:50","W","2","","Halsey, Jordan, Reece","RZC117",NA,"The fundamentals of lighting and rendering in real-time. Creating complex, compelling and dynamic scenes and manipulating them in real-time using Unreal Engine.","","CTAN","20261"
"17920","CTAN-503","CNTV","037","2.0","2.0","Storyboarding for Animation","C","","Y","16:00","18:50","M","1","","Na, Ji young","SCB205",NA,"Focus on film grammar, perspective, and layout, staging and acting as it relates to storyboarding for animation.","","CTAN","20261"
"17921","CTAN-497","CNTV","001","2.0","2.0","Procedural Animation","CL","","Y","09:00","11:50","W","1","","Halsey, Jordan, Reece","RZC117",NA,"Introduction to software packages and practices exploring current animation techniques that leverage simulation systems. Artificial intelligence as a tool for animation.","","CTAN","20261"
"17922","CTAN-201","CNTV","001","3.0","3.0","Intermediate Animation Production","CL","","Y","19:00","21:50","F","0","","Fagerquist, Kasey","SCB102",NA,"Tools, skills and procedures used in animation production with a focus on professional execution of independent and collaborative productions. Prerequisite: CTAN 102. Open to sophomore animation majors only.","","CTAN","20261"
"17923","CTAN-588","CNTV","037","2.0","2.0","Cinematic Storytelling for Animators","C","","Y","19:00","21:50","M","5","","Comfort, Michael","SCAB148",NA,"Techniques and cinematic language employed in both live action and animation by cinematographers and layout artists to tell visual stories.","","CTAN","20261"
"17925","CTAN-508","CNTV","037","2.0","2.0","Compositing and the Art of Creating Visual Styles","CL","","Y","19:00","21:50","W","0","","Jacomini, Alessandro","RZC117",NA,"A comprehensive overview of compositing techniques to effectively create film looks in 3D/2D animations and visual effects.","","CTAN","20261"
"17931","CTAN-543","CNTV","037","2.0","2.0","Fictional World Building in Animation","C","","Y","19:00","21:50","F","0","","Lee, Jang","SCB205",NA,"Constructing a persuasive fictional animated world via narrative techniques, a fixed premise and a degree of believability supported by five fundamental visual design elements.","","CTAN","20261"
"17946","CTAN-547","CNTV","037","3.0","3.0","Animation Production I","CL","","Y","10:00","12:50","T","8","","Patterson, Michael","SCB102",NA,"Production of an animation project from creative concept and design through completion.","","CTAN","20261"
"17947","CTAN-510","CNTV","037","2.0","2.0","Inside Story: Creative Development for Animation","C","","Y","10:00","12:50","H","0","","Makowka, Abram","SCB205",NA,"A creative development workshop for animated pitch storytelling, supported by an introduction to character development and story structure fundamentals.","","CTAN","20261"
"17953","CTAN-593","CNTV","037","2.0","2.0","Directed Studies in Animation","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual exploration in the areas of contemporary technology, animation techniques or experimental film through internships, residencies or directed studies. Open only to Animation and Digital Arts master students.","","CTAN","20261"
"17955","CTAN-563","CNTV","037","2.0","2.0","Advanced Character Animation Performance","C","","N","16:00 13:00","18:50 15:50","T M","0","","","",NA,"Advanced feature-quality techniques in 3-D character animation emphasizing acting, facial animation, lip-sync, body mechanics, blocking and polish with multiple characters over sequential shots.","","CTAN","20261"
"17956","CTAN-102","CNTV","001","2.0","2.0","Introduction to the Art of Movement","CL","","Y","19:00","21:50","H","0","","Grane, Luis","SCB205",NA,"Theory and practice of animation with a focus on movement, gesture, timing and performance. Open to freshman in Animation and Digital Arts majors only.","","CTAN","20261"
"17957","CTAN-202","CNTV","001","3.0","3.0","Introduction to 3-D Character Animation","CL","","Y","19:00 16:00","21:50 18:50","T F","0","","Kelly, Morgan","SCB102 SCB102",NA,"3-D animation performance utilizing preset rigs and virtual characters. Emphasis on timing, gesture, and performance.","","CTAN","20261"
"17958","CTAN-535","CNTV","037","2.0","2.0","Fundamentals of 3-D Character Animation","CL","","Y","13:00","15:50","W","8","","Reisig, Jason","SCB102",NA,"Applying traditional principles to 3-D character animation in Maya, with a focus on character performance and acting.","","CTAN","20261"
"17960","CTAN-200","CNTV","001","4.0","4.0","The Rise of Digital Hollywood","C","","Y","16:00","19:50","F","2","","","SCI108",NA,"An overview of the evolution of computer graphics in modern media.","","CTAN","20261"
"17961","CTAN-502","CNTV","037","2.0","2.0","Experiments in Immersive Design","CL","","N","09:00","11:50","TH","0","","","",NA,"An in-depth exploration of aesthetics and techniques involved in the conceptualization, design and creation of virtual reality and stereoscopic imaging.","","CTAN","20261"
"17971","CTAN-592","CNTV","037","2.0","2.0","Master Class","C","","N","TBA","TBA","","0","","","",NA,"A special projects course in which students produce a major work through weekly meetings with a master artist/animator.  Topics must be approved prior to enrollment.  Recommended Preparation: Previous advanced animation production experience.  Recommended Preparation:  Previous advanced animation production experience.","","CTAN","20261"
"17972","CTAN-591","CNTV","037","2.0","2.0","Animation Pre-Thesis Seminar","C","","Y","19:00","21:50","W","5","","Grane, Luis","SCB205",NA,"Research, development, and preparation of the concept, script, storyboards and preliminary designs for thesis projects to be executed in CTAN 594abz.","","CTAN","20261"
"17976","CTAN-592","CNTV","037","2.0","2.0","Master Class","C","","N","13:00","15:50","F","0","","","SCB207",NA,"A special projects course in which students produce a major work through weekly meetings with a master artist/animator.  Topics must be approved prior to enrollment.  Recommended Preparation: Previous advanced animation production experience.  Recommended Preparation:  Previous advanced animation production experience.","","CTAN","20261"
"17977","CTAN-592","CNTV","037","2.0","2.0","Master Class","C","","N","19:00","20:50","W","0","","","",NA,"A special projects course in which students produce a major work through weekly meetings with a master artist/animator.  Topics must be approved prior to enrollment.  Recommended Preparation: Previous advanced animation production experience.  Recommended Preparation:  Previous advanced animation production experience.","","CTAN","20261"
"17982","CTAN-593","CNTV","037","2.0","2.0","Directed Studies in Animation","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual exploration in the areas of contemporary technology, animation techniques or experimental film through internships, residencies or directed studies. Open only to Animation and Digital Arts master students.","","CTAN","20261"
"17983","CTAN-594B","CNTV","037","2.0","2.0","Master's Thesis","CL","","Y","10:00","11:50","M","4","","Reisig, Jason","SCB205",NA,"Credit on acceptance of Thesis. Graded CR/NC.","","CTAN","20261"
"17984","CTAN-593","CNTV","037","2.0","2.0","Directed Studies in Animation","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual exploration in the areas of contemporary technology, animation techniques or experimental film through internships, residencies or directed studies. Open only to Animation and Digital Arts master students.","","CTAN","20261"
"17985","CTAN-593","CNTV","037","2.0","2.0","Directed Studies in Animation","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Individual exploration in the areas of contemporary technology, animation techniques or experimental film through internships, residencies or directed studies. Open only to Animation and Digital Arts master students.","","CTAN","20261"
"17987","CTAN-593","CNTV","037","2.0","2.0","Directed Studies in Animation","C","","N","TBA","TBA","","0","","","OFFICE",NA,"Individual exploration in the areas of contemporary technology, animation techniques or experimental film through internships, residencies or directed studies. Open only to Animation and Digital Arts master students.","","CTAN","20261"
"17989","CTAN-593","CNTV","037","2.0","2.0","Directed Studies in Animation","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Individual exploration in the areas of contemporary technology, animation techniques or experimental film through internships, residencies or directed studies. Open only to Animation and Digital Arts master students.","","CTAN","20261"
"17990","CTAN-504","CNTV","037","2.0","2.0","Creative Production in Virtual Reality","CL","","Y","09:00 16:00","11:50 18:50","T F","0","","Hanson, Eric","RZC117 RZC117",NA,"A creative studio course in producing both a linear cinematic virtual reality short film and associated real-time immersive experience.","","CTAN","20261"
"17991","CTAN-509","CNTV","037","2.0","2.0","Environment Modeling","C","","Y","19:00","21:50","H","4","","Lee, Jaewon","SCA356",NA,"Create 3D models for environments for urban and natural settings and props including vehicles, rocks, trees and furniture.","","CTAN","20261"
"17992","CTAN-110","CNTV","001","2.0","2.0","Design Fundamentals for Animation I","CL","","Y","19:00","21:50","W","0","","Parpan, Justin","SCB102",NA,"Developing skills in design, composition, shape language, image-making, and visual thinking to create more sophisticated style frames and imagery for animation practice.","","CTAN","20261"
"17995","CTAN-594Z","CNTV","037","0.0","0.0","Master's Thesis","CL","","N","TBA","TBA","","0","","","",NA,"Credit on acceptance of Thesis. Graded CR/NC.","","CTAN","20261"
"17997","CTAN-564","CNTV","037","2.0","2.0","Motion Capture Fundamentals","CL","","Y","19:00 16:00","21:50 18:50","T F","5","","Ghislandi, Charles","RZC117 RZC117",NA,"Fundamental principles of motion capture technology explored while working through a structured series of assignments based around performance, gesture and motion.","","CTAN","20261"
"17998","CTAN-565","CNTV","037","2.0","2.0","Motion Capture Performance","CL","","N","10:00 19:00","12:50 21:50","M T","0","","","",NA,"The art of directing, acting, and creating story for motion capture will be explored while learning the technology behind bringing virtual actors to life.","","CTAN","20261"
"17999","CTAN-572","CNTV","037","2.0","2.0","3-D Motion Graphic Design","CL","","Y","19:00","21:50","M","1","","Journey, Moses","SCB102",NA,"A creative 3-D motion graphics course focusing on animation technique, design and skills in Cinema 4-D.","","CTAN","20261"
"18000","CTCS-190","CNTV","001","4.0","4.0","Introduction to Cinema","C","Y","Y","14:00","17:50","T","8","","Carstocea, George","NCT",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18002","CTCS-150","CNTV","001","4.0","4.0","The Cinematic Arts in Society","CD","","Y","09:00","12:50","H","0","","Kuhn, Virginia, A.","NCT",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18006","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","SCA110",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18007","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","SCB104",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18008","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","SCI106",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18009","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","SCA214",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18010","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","Y","14:00","14:50","H","1","","","SCB104",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18011","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","SCA310",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18012","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","N","12:00","12:50","T","0","","","SCA310",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18013","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","NCT",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18014","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","SCA203",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18015","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","Y","16:00","16:50","H","0","","","SCA203",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18016","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","SCA316",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18017","CTCS-150","CNTV","001","0.0","0.0","The Cinematic Arts in Society","D","","N","12:00","12:50","H","0","","","SCI206",NA,"Explorations of media literacies, public discourse and policy around cinematic arts, and the role of moving image media in society.","","CTCS","20261"
"18020","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","N","17:00","17:50","H","0","","","",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18022","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","Y","12:00","12:50","W","0","","","SCA214",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18025","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","N","14:00","14:50","F","0","","","SCA310",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18027","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","N","15:00","15:50","F","0","","","",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18030","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","Y","15:00","15:50","H","1","","","SCB104",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18035","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","N","12:00","12:50","F","0","","","",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18045","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","Y","13:00","13:50","F","0","","","SCA203",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18047","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","Y","13:00","13:50","H","3","","","SCI207",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18060","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","Y","18:00","18:50","T","1","","","SCA209",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
"18061","CTCS-191","CNTV","001","4.0","4.0","Introduction to Television and Video","C","Y","Y","10:00","13:50","W","7","","Hessler, Jennifer","SCI106",NA,"Exploration of the economic, technological, aesthetic, and ideological characteristics of the televisual medium; study of historical development of television and video including analysis of key works; introduction to TV/Video theory and criticism.","","CTCS","20261"
"18062","CTCS-191","CNTV","001","0.0","0.0","Introduction to Television and Video","D","Y","Y","12:00","12:50","T","1","","","SCA214",NA,"Exploration of the economic, technological, aesthetic, and ideological characteristics of the televisual medium; study of historical development of television and video including analysis of key works; introduction to TV/Video theory and criticism.","","CTCS","20261"
"18063","CTCS-191","CNTV","001","0.0","0.0","Introduction to Television and Video","D","","Y","09:00","09:50","W","1","","","SCA316",NA,"Exploration of the economic, technological, aesthetic, and ideological characteristics of the televisual medium; study of historical development of television and video including analysis of key works; introduction to TV/Video theory and criticism.","","CTCS","20261"
"18065","CTCS-191","CNTV","001","0.0","0.0","Introduction to Television and Video","D","Y","Y","13:00","13:50","M","4","","","SCA203",NA,"Exploration of the economic, technological, aesthetic, and ideological characteristics of the televisual medium; study of historical development of television and video including analysis of key works; introduction to TV/Video theory and criticism.","","CTCS","20261"
"18066","CTCS-191","CNTV","001","0.0","0.0","Introduction to Television and Video","D","Y","Y","12:00","12:50","M","0","","","SCA203",NA,"Exploration of the economic, technological, aesthetic, and ideological characteristics of the televisual medium; study of historical development of television and video including analysis of key works; introduction to TV/Video theory and criticism.","","CTCS","20261"
"18068","CTCS-191","CNTV","001","0.0","0.0","Introduction to Television and Video","D","Y","Y","09:00","09:50","T","1","","","SCI207",NA,"Exploration of the economic, technological, aesthetic, and ideological characteristics of the televisual medium; study of historical development of television and video including analysis of key works; introduction to TV/Video theory and criticism.","","CTCS","20261"
"18070","CTCS-192","CNTV","001","4.0","4.0","Race, Class, and Gender in American Film","C","","Y","14:00","17:50","H","13","","Keeling, Kara","SCA108",NA,"Analyzes issues of race, class and gender in contemporary American culture as represented in the cinema.","","CTCS","20261"
"18075","CTCS-201","CNTV","001","4.0","4.0","History of the International Cinema II","C","","Y","10:00","13:50","M","14","","Duong, Lan","NCT",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18076","CTCS-201","CNTV","001","0.0","0.0","History of the International Cinema II","D","","Y","17:00","17:50","W","1","","","SCA204",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18077","CTCS-201","CNTV","001","0.0","0.0","History of the International Cinema II","D","","Y","17:00","17:50","M","1","","","SCA203",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18078","CTCS-201","CNTV","001","0.0","0.0","History of the International Cinema II","D","","Y","12:00","12:50","T","3","","","SCI207",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18079","CTCS-201","CNTV","001","0.0","0.0","History of the International Cinema II","D","","Y","13:00","13:50","W","2","","","SCA203",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18081","CTCS-201","CNTV","001","0.0","0.0","History of the International Cinema II","D","","Y","12:00","12:50","W","1","","","SCA203",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18082","CTCS-201","CNTV","001","0.0","0.0","History of the International Cinema II","D","","Y","18:00","18:50","M","4","","","SCA203",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18083","CTCS-201","CNTV","001","0.0","0.0","History of the International Cinema II","D","","Y","13:00","13:50","T","2","","","SCI207",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18084","CTCS-201","CNTV","001","0.0","0.0","History of the International Cinema II","D","","Y","14:00","14:50","M","0","","","SCI207",NA,"The development of international cinema from World War II to the present. Lectures, screenings and discussions.","","CTCS","20261"
"18086","CTCS-300","CNTV","001","4.0","4.0","Introduction to Theories of Cinema and Media","C","","Y","14:00","17:50","M","8","","Connor, J.D.","SCA108",NA,"Introduction to theoretical works in cinema and media studies, emphasizing concepts to interrogate media objects. Lectures and discussion orient majors to their cohort and field.","","CTCS","20261"
"18087","CTCS-300","CNTV","001","0.0","0.0","Introduction to Theories of Cinema and Media","D","","Y","12:00","12:50","W","4","","","SCA112",NA,"Introduction to theoretical works in cinema and media studies, emphasizing concepts to interrogate media objects. Lectures and discussion orient majors to their cohort and field.","","CTCS","20261"
"18088","CTCS-300","CNTV","001","0.0","0.0","Introduction to Theories of Cinema and Media","D","","Y","17:00","17:50","W","0","","","SCA209",NA,"Introduction to theoretical works in cinema and media studies, emphasizing concepts to interrogate media objects. Lectures and discussion orient majors to their cohort and field.","","CTCS","20261"
"18089","CTCS-300","CNTV","001","0.0","0.0","Introduction to Theories of Cinema and Media","D","","Y","18:00","18:50","W","3","","","SCA204",NA,"Introduction to theoretical works in cinema and media studies, emphasizing concepts to interrogate media objects. Lectures and discussion orient majors to their cohort and field.","","CTCS","20261"
"18090","CTCS-402","CNTV","001","4.0","4.0","Practicum in Film/Television Criticism","C","","Y","10:00 12:00","13:50 13:50","H H","2","","","SCA216 SCI106",NA,"Exercise in writing film and television criticism using new and classic films and television programs.","","CTCS","20261"
"18091","CTCS-300","CNTV","001","0.0","0.0","Introduction to Theories of Cinema and Media","D","","Y","10:00","10:50","F","1","","","SCA316",NA,"Introduction to theoretical works in cinema and media studies, emphasizing concepts to interrogate media objects. Lectures and discussion orient majors to their cohort and field.","","CTCS","20261"
"18092","CTCS-300","CNTV","001","0.0","0.0","Introduction to Theories of Cinema and Media","D","","N","11:00","11:50","F","0","","","SCA310",NA,"Introduction to theoretical works in cinema and media studies, emphasizing concepts to interrogate media objects. Lectures and discussion orient majors to their cohort and field.","","CTCS","20261"
"18093","CTCS-400","CNTV","001","4.0","4.0","Documentary Film and Media","C","","N","14:00","17:50","H","0","","Nakane, Wakae","",NA,"An international survey of documentary, informational, and independent experimental film and media.","","CTCS","20261"
"18098","CTCS-403","CNTV","001","4.0","4.0","Studies in National and Regional Media","C","","Y","10:00","14:50","W","8","","Jaikumar, Priya","SCA110",NA,"Detailed investigation of traditions, achievements, and trends of film and/or electronic media in a particular country or region.","Bollywood and India","CTCS","20261"
"18099","CTCS-406","CNTV","001","4.0","4.0","History of American Television","C","","Y","14:00","17:50","M","6","","Hessler, Jennifer","SCA110",NA,"History of television as an entertainment, information, and art medium.  Emphasis on programming and institutional history, including issues of regulation, censorship, aesthetics and activism.","","CTCS","20261"
"18105","CTCS-409","CNTV","001","4.0","4.0","Censorship in Cinema","C","","Y","10:00","13:50","F","4","","","SCA110",NA,"An inquiry into the practice and patterns of censorship in cinema.","","CTCS","20261"
"18106","CTCS-411","CNTV","001","4.0","4.0","Film, Television and Cultural Studies","C","","N","10:00","13:50","F","0","","","SCA316",NA,"Detailed examination of film/television from the perspectives and insights of Cultural Studies; focus on the production and reception of cultural texts, practices, and communities.","Utopias","CTCS","20261"
"18107","CTCS-412","CNTV","001","4.0","4.0","Gender, Sexuality and Media","C","","Y","10:00","13:50","T","9","","Mcpherson, Tara","SCA216",NA,"Examines how gender and sexuality are figured in cinema and television with an emphasis on the development of feminist media theory.","Men and Masculinities","CTCS","20261"
"18120","CTCS-464","CNTV","001","4.0","4.0","Film and/or Television Genres","C","","N","10:00","13:50","F","0","","","",NA,"Rigorous examination of film and/or television genres: history, aesthetics, cultural context, social significance, and critical methodologies.","","CTCS","20261"
"18121","CTCS-464","CNTV","001","4.0","4.0","Film and/or Television Genres","C","","Y","14:00","17:50","H","13","","Nakane, Wakae","SCA216",NA,"Rigorous examination of film and/or television genres: history, aesthetics, cultural context, social significance, and critical methodologies.","The Essay Film","CTCS","20261"
"18125","CTCS-466","CNTV","001","4.0","4.0","Theatrical Film Symposium","C","","Y","18:00","22:00","H","88","","Maltin, Leonard","NCT",NA,"Lectures and readings on creative problems in the motion picture industry; current films; interviews with visiting producers, directors, writers, performers.","","CTCS","20261"
"18126","CTCS-467","CNTV","001","4.0","4.0","Television Symposium","C","","Y","19:00","22:00","M","15","","Mcnamara, Mary","SCA108",NA,"Lectures and readings on creative problems in the television industry; study of current and historical trends, interviews with producers, directors, writers and performers.","","CTCS","20261"
"18127","CTCS-395","CNTV","001","4.0","4.0","Topics in Contemporary Cinema and Media","C","","N","10:00","13:50","M","0","","","",NA,"Focus on central trends, concepts and/or figures in contemporary cinema and media. Lectures, screenings and discussions.","Ideology & Stuff: Infrastructure, Materialism and the Politics of Cultures","CTCS","20261"
"18128","CTCS-413","CNTV","001","4.0","4.0","Studies in Refugee, Migrant and Diasporic Media","C","","N","14:00","17:50","T","0","","","",NA,"Detailed investigation of traditions, achievements and trends of film and media from refugee, migrants, stateless and diasporic peoples.","","CTCS","20261"
"18129","CTCS-468","CNTV","001","4.0","4.0","Media Industry Studies","C","","Y","18:00","22:00","T","13","","Pringle, Thomas","SCI108",NA,"Intensive topical study of the social, political and economic contexts in which media are produced, distributed and monetized.","Hollywood vs. Silicon Valley","CTCS","20261"
"18130","CTCS-190","CNTV","001","0.0","0.0","Introduction to Cinema","D","Y","Y","13:00","13:50","W","2","","","SCA214",NA,"Introductory course in the study of cinematic arts. Study of technique, aesthetics, criticism, and social implications of cinema consisting of lectures, screenings and discussions.","","CTCS","20261"
